artwork_url,caption,commentable,comment_count,created_at,description,downloadable,download_count,duration,full_duration,embeddable_by,genre,has_downloads_left,id,kind,label_name,last_modified,license,likes_count,permalink,permalink_url,playback_count,public,purchase_title,purchase_url,release_date,reposts_count,secret_token,sharing,state,streamable,tag_list,title,track_format,uri,urn,user_id,visuals,waveform_url,display_date,station_urn,station_permalink,track_authorization,monetization_model,policy,userid,publisher_metadata.id,publisher_metadata.urn,media.transcodings,user.avatar_url,user.first_name,user.followers_count,user.full_name,user.id,user.kind,user.last_modified,user.last_name,user.permalink,user.permalink_url,user.uri,user.urn,user.username,user.verified,user.city,user.country_code,user.badges.pro,user.badges.pro_unlimited,user.badges.verified,user.station_urn,user.station_permalink,publisher_metadata,publisher_metadata.artist,publisher_metadata.album_title,publisher_metadata.contains_music,publisher_metadata.explicit,publisher_metadata.writer_composer,publisher_metadata.upc_or_ean,publisher_metadata.isrc,publisher_metadata.p_line,publisher_metadata.p_line_for_display,publisher_metadata.c_line,publisher_metadata.c_line_for_display,publisher_metadata.release_title,publisher_metadata.iswc,publisher_metadata.publisher
https://i1.sndcdn.com/artworks-000400495323-5gq2vo-large.jpg,,True,0,2018-09-05T22:52:35Z,"""So you say you're under a curse? 
Well so what. 
So's the whole damn world.""",False,0,219788,219788,all,Techno,False,495761517,track,,2018-09-05T22:52:37Z,all-rights-reserved,0,jiko,https://soundcloud.com/user-864386659/jiko,28,True,,,,0,,public,finished,True,WhoAmI,Jiko,single-track,https://api.soundcloud.com/tracks/495761517,soundcloud:tracks:495761517,174638988,,https://wave.sndcdn.com/XRf0KCcHfbpD_m.json,2018-09-05T22:52:35Z,soundcloud:system-playlists:track-stations:495761517,track-stations:495761517,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJnZW8iOiJVUyIsInN1YiI6IiIsInJpZCI6ImU4YTc0N2IzLTY0YzAtNDgzOC04MzE1LTc3MDkzYWUyNGVkZCIsImlhdCI6MTY0NTU5NzA0OX0.4sdgW3cpV_2G_0U6ZTZnOmCQIE-fHiUxuyvyLyjKmhc,BLACKBOX,MONETIZE,174638988,495761517.0,soundcloud:tracks:495761517,"[{'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:495761517/c2b9cdfa-6e30-451c-bb15-35c7e7aa24b5/stream/hls', 'preset': 'mp3_0_0', 'duration': 219788, 'snipped': False, 'format': {'protocol': 'hls', 'mime_type': 'audio/mpeg'}, 'quality': 'sq'}, {'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:495761517/c2b9cdfa-6e30-451c-bb15-35c7e7aa24b5/stream/progressive', 'preset': 'mp3_0_0', 'duration': 219788, 'snipped': False, 'format': {'protocol': 'progressive', 'mime_type': 'audio/mpeg'}, 'quality': 'sq'}, {'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:495761517/d8960516-e64f-41d5-977f-3dde60390dac/stream/hls', 'preset': 'opus_0_0', 'duration': 219788, 'snipped': False, 'format': {'protocol': 'hls', 'mime_type': 'audio/ogg; codecs=""opus""'}, 'quality': 'sq'}]",https://i1.sndcdn.com/avatars-000176364521-cy1o5w-large.jpg,,16,,174638988,user,2018-09-05T16:06:46Z,,user-864386659,https://soundcloud.com/user-864386659,https://api.soundcloud.com/users/174638988,soundcloud:users:174638988,YAKURU,False,,,False,False,False,soundcloud:system-playlists:artist-stations:174638988,artist-stations:174638988,,,,,,,,,,,,,,,
https://i1.sndcdn.com/artworks-000193237946-mowwe4-large.jpg,,True,1,2016-11-12T16:55:23Z,"My dear Angelina composed this nice melancolic trap music.
My dear fiends from Solheimar record this nice radio podcast 
https://soundcloud.com/angelina-kirsty-kozlov/seed
https://soundcloud.com/user-208524116/botsja-fer-undirbuningur-og-vital-vi-maeju",False,0,224803,224803,all,Trap,False,292711865,track,,2016-11-12T16:55:31Z,all-rights-reserved,2,frae,https://soundcloud.com/user-864386659/frae,40,True,,,,0,,public,finished,True,"""Angelina Kozlov "" ""Útvarp Sólheima""",たばこ Fræ きんぎょ,single-track,https://api.soundcloud.com/tracks/292711865,soundcloud:tracks:292711865,174638988,,https://wave.sndcdn.com/ZTIsqcwUYb9q_m.json,2016-11-12T16:55:23Z,soundcloud:system-playlists:track-stations:292711865,track-stations:292711865,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJnZW8iOiJVUyIsInN1YiI6IiIsInJpZCI6ImVkNjIzYjdmLTllOTQtNGE1MS1hYTIwLWZkOWFmNWU3ZTczYyIsImlhdCI6MTY0NTU5NzA0OX0.PpPubmtolhdiOShpvcXdn5Cj94sqj6VdyUBaSy9uZ-k,BLACKBOX,MONETIZE,174638988,292711865.0,soundcloud:tracks:292711865,"[{'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:292711865/d2397c1e-1e8d-49fb-ad8e-f2493b744682/stream/hls', 'preset': 'mp3_0_0', 'duration': 224803, 'snipped': False, 'format': {'protocol': 'hls', 'mime_type': 'audio/mpeg'}, 'quality': 'sq'}, {'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:292711865/d2397c1e-1e8d-49fb-ad8e-f2493b744682/stream/progressive', 'preset': 'mp3_0_0', 'duration': 224803, 'snipped': False, 'format': {'protocol': 'progressive', 'mime_type': 'audio/mpeg'}, 'quality': 'sq'}, {'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:292711865/b1c85760-4189-49b0-883d-cf714d08b5da/stream/hls', 'preset': 'opus_0_0', 'duration': 224803, 'snipped': False, 'format': {'protocol': 'hls', 'mime_type': 'audio/ogg; codecs=""opus""'}, 'quality': 'sq'}]",https://i1.sndcdn.com/avatars-000176364521-cy1o5w-large.jpg,,16,,174638988,user,2018-09-05T16:06:46Z,,user-864386659,https://soundcloud.com/user-864386659,https://api.soundcloud.com/users/174638988,soundcloud:users:174638988,YAKURU,False,,,False,False,False,soundcloud:system-playlists:artist-stations:174638988,artist-stations:174638988,,,,,,,,,,,,,,,
https://i1.sndcdn.com/artworks-000146003408-76naw9-large.jpg,,True,1,2016-02-04T22:54:33Z,"Dreams, nightmares, meditations...

The reprensentation of you,
your fears, your hopes, your belives...",True,0,249675,249675,all,WhoAmI,True,245487228,track,,2016-02-05T22:40:24Z,all-rights-reserved,0,self-representation,https://soundcloud.com/user-864386659/self-representation,30,True,,,,0,,public,finished,True,,Self representation,single-track,https://api.soundcloud.com/tracks/245487228,soundcloud:tracks:245487228,174638988,,https://wave.sndcdn.com/LZZNPFQFUjD3_m.json,2016-02-05T17:25:43Z,soundcloud:system-playlists:track-stations:245487228,track-stations:245487228,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJnZW8iOiJVUyIsInN1YiI6IiIsInJpZCI6Ijc4MzFlZWJlLTY2ZTktNDI0Zi04ODM2LWQ4Yzc4OTg1YjlmNiIsImlhdCI6MTY0NTU5NzA0OX0.IRKWqbTtNoxjgqjRyhAjhwwJHM2GpkugpoSDIQXGabU,BLACKBOX,MONETIZE,174638988,,,"[{'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:245487228/13f66905-4570-43f8-b734-54d1d7a12756/stream/hls', 'preset': 'mp3_0_0', 'duration': 249675, 'snipped': False, 'format': {'protocol': 'hls', 'mime_type': 'audio/mpeg'}, 'quality': 'sq'}, {'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:245487228/13f66905-4570-43f8-b734-54d1d7a12756/stream/progressive', 'preset': 'mp3_0_0', 'duration': 249675, 'snipped': False, 'format': {'protocol': 'progressive', 'mime_type': 'audio/mpeg'}, 'quality': 'sq'}]",https://i1.sndcdn.com/avatars-000176364521-cy1o5w-large.jpg,,16,,174638988,user,2018-09-05T16:06:46Z,,user-864386659,https://soundcloud.com/user-864386659,https://api.soundcloud.com/users/174638988,soundcloud:users:174638988,YAKURU,False,,,False,False,False,soundcloud:system-playlists:artist-stations:174638988,artist-stations:174638988,,,,,,,,,,,,,,,
https://i1.sndcdn.com/artworks-000143031616-p06yfb-large.jpg,,True,0,2016-01-13T22:31:31Z,"Because when you'll be gone, i'll be gone to.
So
Look aroud you, listen really carefully:
""Every experience feels ideas.
Could you remember, the chance to build cathedral, cities... Things that never existed. Things that couldn't existe in the real world"".",False,0,90705,90705,all,WhoAmI,False,241833705,track,,2016-01-13T22:31:32Z,all-rights-reserved,0,the-edges,https://soundcloud.com/user-864386659/the-edges,28,True,,,,0,,public,finished,True,,The edges,single-track,https://api.soundcloud.com/tracks/241833705,soundcloud:tracks:241833705,174638988,,https://wave.sndcdn.com/CihfMNboXWxR_m.json,2016-01-13T22:31:31Z,soundcloud:system-playlists:track-stations:241833705,track-stations:241833705,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJnZW8iOiJVUyIsInN1YiI6IiIsInJpZCI6ImM2OTA1MTYyLTU0NTYtNGJkZC1iMmY1LWM1MGVhNmQwNjlmNyIsImlhdCI6MTY0NTU5NzA0OX0.zOzn1hI9yyyZ8I4yR4Eq4CVo4SY1Bi42d39ZXj6-ZEA,BLACKBOX,MONETIZE,174638988,,,"[{'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:241833705/4c21bb1a-c03b-441f-9633-b0843f895b7c/stream/hls', 'preset': 'mp3_0_0', 'duration': 90705, 'snipped': False, 'format': {'protocol': 'hls', 'mime_type': 'audio/mpeg'}, 'quality': 'sq'}, {'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:241833705/4c21bb1a-c03b-441f-9633-b0843f895b7c/stream/progressive', 'preset': 'mp3_0_0', 'duration': 90705, 'snipped': False, 'format': {'protocol': 'progressive', 'mime_type': 'audio/mpeg'}, 'quality': 'sq'}]",https://i1.sndcdn.com/avatars-000176364521-cy1o5w-large.jpg,,16,,174638988,user,2018-09-05T16:06:46Z,,user-864386659,https://soundcloud.com/user-864386659,https://api.soundcloud.com/users/174638988,soundcloud:users:174638988,YAKURU,False,,,False,False,False,soundcloud:system-playlists:artist-stations:174638988,artist-stations:174638988,,,,,,,,,,,,,,,
https://i1.sndcdn.com/artworks-000142778720-1sv48r-large.jpg,,True,2,2016-01-11T22:44:03Z,"The Snow,
The wind,
The frost.

Some are efraid of it!
Some loves it!

But no one is untouched...
Not even you R§se",True,0,277498,277498,all,WhoAmI,True,241502321,track,,2016-01-11T22:58:44Z,all-rights-reserved,3,white-infinity,https://soundcloud.com/user-864386659/white-infinity,67,True,,,,1,,public,finished,True,,White Infinity,single-track,https://api.soundcloud.com/tracks/241502321,soundcloud:tracks:241502321,174638988,,https://wave.sndcdn.com/tNXwiPUjlcpv_m.json,2016-01-11T22:44:03Z,soundcloud:system-playlists:track-stations:241502321,track-stations:241502321,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJnZW8iOiJVUyIsInN1YiI6IiIsInJpZCI6IjdhNjM0YzYzLTBjZTItNDUwYi04OTNiLTgwYWVlZjU1YTlhZCIsImlhdCI6MTY0NTU5NzA0OX0.fWfoqPNJW4viZE44HkJw6RJqixn4-ajtiXusU6B1WWs,BLACKBOX,MONETIZE,174638988,,,"[{'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:241502321/159d196a-8b9b-454b-bbe7-3bab642c3693/stream/hls', 'preset': 'mp3_0_0', 'duration': 277498, 'snipped': False, 'format': {'protocol': 'hls', 'mime_type': 'audio/mpeg'}, 'quality': 'sq'}, {'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:241502321/159d196a-8b9b-454b-bbe7-3bab642c3693/stream/progressive', 'preset': 'mp3_0_0', 'duration': 277498, 'snipped': False, 'format': {'protocol': 'progressive', 'mime_type': 'audio/mpeg'}, 'quality': 'sq'}]",https://i1.sndcdn.com/avatars-000176364521-cy1o5w-large.jpg,,16,,174638988,user,2018-09-05T16:06:46Z,,user-864386659,https://soundcloud.com/user-864386659,https://api.soundcloud.com/users/174638988,soundcloud:users:174638988,YAKURU,False,,,False,False,False,soundcloud:system-playlists:artist-stations:174638988,artist-stations:174638988,,,,,,,,,,,,,,,
https://i1.sndcdn.com/artworks-000129713452-3wo2vt-large.jpg,,True,1,2015-09-16T12:03:44Z,"Huge colision, creating the moon!
A light in the darkest night!

E S O R   A M I V A <--",True,3,274389,274389,all,WhoAmI,True,224115207,track,,2015-09-16T12:14:02Z,all-rights-reserved,2,dubstep-16-09-2015-13-42,https://soundcloud.com/user-864386659/dubstep-16-09-2015-13-42,48,True,,,,0,,public,finished,True,ScaryHouse Røše,My scary Røše's house,single-track,https://api.soundcloud.com/tracks/224115207,soundcloud:tracks:224115207,174638988,,https://wave.sndcdn.com/eKcY9ITgzFtG_m.json,2015-09-16T12:11:01Z,soundcloud:system-playlists:track-stations:224115207,track-stations:224115207,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJnZW8iOiJVUyIsInN1YiI6IiIsInJpZCI6IjkxNTM3ZTkwLWY5ZmUtNDA1Mi1iN2QwLTA5MWYyOTY3NjcwNiIsImlhdCI6MTY0NTU5NzA0OX0.sFHg4gPg4Mceqexrh6TukrHSui5KcUgl7r9szyaTGgM,BLACKBOX,MONETIZE,174638988,,,"[{'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:224115207/31b074d8-622d-4ab1-8c56-c3c00f47f9b5/stream/hls', 'preset': 'mp3_0_0', 'duration': 274389, 'snipped': False, 'format': {'protocol': 'hls', 'mime_type': 'audio/mpeg'}, 'quality': 'sq'}, {'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:224115207/31b074d8-622d-4ab1-8c56-c3c00f47f9b5/stream/progressive', 'preset': 'mp3_0_0', 'duration': 274389, 'snipped': False, 'format': {'protocol': 'progressive', 'mime_type': 'audio/mpeg'}, 'quality': 'sq'}]",https://i1.sndcdn.com/avatars-000176364521-cy1o5w-large.jpg,,16,,174638988,user,2018-09-05T16:06:46Z,,user-864386659,https://soundcloud.com/user-864386659,https://api.soundcloud.com/users/174638988,soundcloud:users:174638988,YAKURU,False,,,False,False,False,soundcloud:system-playlists:artist-stations:174638988,artist-stations:174638988,,,,,,,,,,,,,,,
https://i1.sndcdn.com/artworks-000129665677-ye2lxd-large.jpg,,True,0,2015-09-15T23:32:59Z,"Before everything, there was a star!
Bing bang ?",True,0,135326,135326,all,WhoAmI,True,224046589,track,,2015-09-16T11:59:42Z,all-rights-reserved,1,till-the-end,https://soundcloud.com/user-864386659/till-the-end,20,True,,,,0,,public,finished,True,,Till the end,single-track,https://api.soundcloud.com/tracks/224046589,soundcloud:tracks:224046589,174638988,,https://wave.sndcdn.com/9CsuQM9uckwt_m.json,2015-09-15T23:32:59Z,soundcloud:system-playlists:track-stations:224046589,track-stations:224046589,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJnZW8iOiJVUyIsInN1YiI6IiIsInJpZCI6IjllODk1OTYzLTJiMTktNDkxZS1hNTU1LWVkZGI0OTYwYTkyYSIsImlhdCI6MTY0NTU5NzA0OX0.8-RA24CSaoZBith6GJta9LalBaki5NrRY44Na6oqbNI,BLACKBOX,MONETIZE,174638988,,,"[{'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:224046589/99df0406-4bfc-4beb-8920-8fe695b2a822/stream/hls', 'preset': 'mp3_0_0', 'duration': 135326, 'snipped': False, 'format': {'protocol': 'hls', 'mime_type': 'audio/mpeg'}, 'quality': 'sq'}, {'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:224046589/99df0406-4bfc-4beb-8920-8fe695b2a822/stream/progressive', 'preset': 'mp3_0_0', 'duration': 135326, 'snipped': False, 'format': {'protocol': 'progressive', 'mime_type': 'audio/mpeg'}, 'quality': 'sq'}]",https://i1.sndcdn.com/avatars-000176364521-cy1o5w-large.jpg,,16,,174638988,user,2018-09-05T16:06:46Z,,user-864386659,https://soundcloud.com/user-864386659,https://api.soundcloud.com/users/174638988,soundcloud:users:174638988,YAKURU,False,,,False,False,False,soundcloud:system-playlists:artist-stations:174638988,artist-stations:174638988,,,,,,,,,,,,,,,
https://i1.sndcdn.com/artworks-000064681026-jnzos2-large.jpg,,True,1,2013-12-07T13:27:15Z,,False,0,303440,303440,all,,False,123670763,track,,2013-12-07T13:27:43Z,all-rights-reserved,2,har-kisiko-nahi-milta-coverd,https://soundcloud.com/user328267460/har-kisiko-nahi-milta-coverd,889,True,,,,0,,public,finished,True,foursquare:venue=4bde931cbe5120a1f593fe70 geo:lat=22.7418466 geo:lon=75.9001573 soundcloud:source=android-3rdparty-upload,Har Kisiko Nahi Milta (Coverd By Nayan) at indore,single-track,https://api.soundcloud.com/tracks/123670763,soundcloud:tracks:123670763,69476428,,https://wave.sndcdn.com/5xFIsJo5ipZi_m.json,2013-12-07T13:27:15Z,soundcloud:system-playlists:track-stations:123670763,track-stations:123670763,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJnZW8iOiJVUyIsInN1YiI6IiIsInJpZCI6ImZlZDJkNTM0LTUxMTEtNDk4NC04MmM0LTVhNzU2YjU1NjU0NyIsImlhdCI6MTY0NTU5NzA1MH0.MSQrpODFRfsKhHHEe3w0ksje_26FLx2kr_UJ8tTxriU,BLACKBOX,MONETIZE,69476428,,,"[{'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:123670763/76b97c87-755c-4bd1-9cf7-4eb96891f55c/stream/hls', 'preset': 'mp3_0_0', 'duration': 303440, 'snipped': False, 'format': {'protocol': 'hls', 'mime_type': 'audio/mpeg'}, 'quality': 'sq'}, {'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:123670763/76b97c87-755c-4bd1-9cf7-4eb96891f55c/stream/progressive', 'preset': 'mp3_0_0', 'duration': 303440, 'snipped': False, 'format': {'protocol': 'progressive', 'mime_type': 'audio/mpeg'}, 'quality': 'sq'}]",https://i1.sndcdn.com/avatars-000062261832-ite5kc-large.jpg,,12,,69476428,user,2013-12-07T12:24:24Z,,user328267460,https://soundcloud.com/user328267460,https://api.soundcloud.com/users/69476428,soundcloud:users:69476428,user328267460,False,,,False,False,False,soundcloud:system-playlists:artist-stations:69476428,artist-stations:69476428,,,,,,,,,,,,,,,
https://i1.sndcdn.com/artworks-000335312880-6jp6bm-large.jpg,,True,0,2018-04-15T00:17:44Z,,False,0,198992,198992,all,Hijp-Hop/Blues,False,429821712,track,,2018-04-15T00:17:45Z,all-rights-reserved,5,the-edge,https://soundcloud.com/blxckkxng/the-edge,107,True,,,,1,,public,finished,True,,The Edge,single-track,https://api.soundcloud.com/tracks/429821712,soundcloud:tracks:429821712,45974684,,https://wave.sndcdn.com/kRYq7aJPD4Ye_m.json,2018-04-15T00:17:44Z,soundcloud:system-playlists:track-stations:429821712,track-stations:429821712,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJnZW8iOiJVUyIsInN1YiI6IiIsInJpZCI6IjllNDA4Mzg2LTNmZGMtNDJiMy1iY2I4LWIxYTU2MjljNmU1NSIsImlhdCI6MTY0NTU5NzA1NH0.l2MX94j5O23OSaDMRSCSv98CO7Xtre_mLQIEwrpl2Ao,BLACKBOX,MONETIZE,45974684,429821712.0,soundcloud:tracks:429821712,"[{'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:429821712/4eaa6e3d-1218-49ae-8b1d-12bbcb100fc9/stream/hls', 'preset': 'mp3_0_0', 'duration': 198992, 'snipped': False, 'format': {'protocol': 'hls', 'mime_type': 'audio/mpeg'}, 'quality': 'sq'}, {'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:429821712/4eaa6e3d-1218-49ae-8b1d-12bbcb100fc9/stream/progressive', 'preset': 'mp3_0_0', 'duration': 198992, 'snipped': False, 'format': {'protocol': 'progressive', 'mime_type': 'audio/mpeg'}, 'quality': 'sq'}, {'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:429821712/56aa2c01-8766-4e36-bc38-029e1a27ee32/stream/hls', 'preset': 'opus_0_0', 'duration': 198992, 'snipped': False, 'format': {'protocol': 'hls', 'mime_type': 'audio/ogg; codecs=""opus""'}, 'quality': 'sq'}]",https://i1.sndcdn.com/avatars-000232821366-85l5b9-large.jpg,,71,,45974684,user,2018-05-11T14:29:40Z,,blxckkxng,https://soundcloud.com/blxckkxng,https://api.soundcloud.com/users/45974684,soundcloud:users:45974684,BlxckKxng,False,,,False,False,False,soundcloud:system-playlists:artist-stations:45974684,artist-stations:45974684,,BLXCK KXNG,,,,,,,,,,,,,
https://i1.sndcdn.com/artworks-000242058319-jt8chg-large.jpg,,True,1,2017-09-10T19:10:18Z,"First Single before the ""Better Off Sober EP"" drops, check it out!!
#4lowGxng",True,1,317678,317678,all,Hip-hop & Rap,True,341773144,track,,2017-09-10T19:11:20Z,all-rights-reserved,23,dont-play,https://soundcloud.com/blxckkxng/dont-play,581,True,,,2017-09-09T00:00:00Z,4,,public,finished,True,"""Hip Hop"" Rap gritty Dark Trap New 3rd Flow",Don't Play,single-track,https://api.soundcloud.com/tracks/341773144,soundcloud:tracks:341773144,45974684,,https://wave.sndcdn.com/nNraCDE2e6aP_m.json,2017-09-10T19:10:18Z,soundcloud:system-playlists:track-stations:341773144,track-stations:341773144,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJnZW8iOiJVUyIsInN1YiI6IiIsInJpZCI6IjY5MmVkYTFmLTBmZTgtNGMzNS1iMmUyLWNjNjQ4MmZiMTNiOCIsImlhdCI6MTY0NTU5NzA1NH0.R9xjROFeqv6eOppj5sg7PVfn0cHOUD_JwK0Cvti7FJQ,BLACKBOX,MONETIZE,45974684,341773144.0,soundcloud:tracks:341773144,"[{'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:341773144/f7745959-0984-4550-a1b3-14fc97b85994/stream/hls', 'preset': 'mp3_0_0', 'duration': 317678, 'snipped': False, 'format': {'protocol': 'hls', 'mime_type': 'audio/mpeg'}, 'quality': 'sq'}, {'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:341773144/f7745959-0984-4550-a1b3-14fc97b85994/stream/progressive', 'preset': 'mp3_0_0', 'duration': 317678, 'snipped': False, 'format': {'protocol': 'progressive', 'mime_type': 'audio/mpeg'}, 'quality': 'sq'}, {'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:341773144/4e70e881-d4dd-4bf3-84cf-481e416b38bc/stream/hls', 'preset': 'opus_0_0', 'duration': 317678, 'snipped': False, 'format': {'protocol': 'hls', 'mime_type': 'audio/ogg; codecs=""opus""'}, 'quality': 'sq'}]",https://i1.sndcdn.com/avatars-000232821366-85l5b9-large.jpg,,71,,45974684,user,2018-05-11T14:29:40Z,,blxckkxng,https://soundcloud.com/blxckkxng,https://api.soundcloud.com/users/45974684,soundcloud:users:45974684,BlxckKxng,False,,,False,False,False,soundcloud:system-playlists:artist-stations:45974684,artist-stations:45974684,,BlxckKxng,Better Off Sober,True,True,BlxckKxng,,,,,,,,,
