artwork_url,caption,commentable,comment_count,created_at,description,downloadable,download_count,duration,full_duration,embeddable_by,genre,has_downloads_left,id,kind,label_name,last_modified,license,likes_count,permalink,permalink_url,playback_count,public,publisher_metadata,purchase_title,purchase_url,release_date,reposts_count,secret_token,sharing,state,streamable,tag_list,title,track_format,uri,urn,user_id,visuals,waveform_url,display_date,station_urn,station_permalink,track_authorization,monetization_model,policy,userid,media.transcodings,user.avatar_url,user.first_name,user.followers_count,user.full_name,user.id,user.kind,user.last_modified,user.last_name,user.permalink,user.permalink_url,user.uri,user.urn,user.username,user.verified,user.city,user.country_code,user.badges.pro,user.badges.pro_unlimited,user.badges.verified,user.station_urn,user.station_permalink,publisher_metadata.id,publisher_metadata.urn,publisher_metadata.contains_music,publisher_metadata.artist,publisher_metadata.album_title,publisher_metadata.publisher,publisher_metadata.isrc,publisher_metadata.writer_composer
,,True,25.0,2012-10-12T09:56:40Z,,False,0,81300,81300,all,Electronic,False,63139940,track,,2021-07-06T21:20:02Z,cc-by,53,vienna-blues,https://soundcloud.com/eric/vienna-blues,2317,True,,,,,5,,public,finished,True,,Vienna blues,single-track,https://api.soundcloud.com/tracks/63139940,soundcloud:tracks:63139940,2,,https://wave.sndcdn.com/87oaSKgPjkN1_m.json,2012-10-12T09:56:40Z,soundcloud:system-playlists:track-stations:63139940,track-stations:63139940,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJnZW8iOiJWTiIsInN1YiI6IiIsInJpZCI6ImQwYTk5MDg1LWViMjMtNDA0Yy1hOGNkLWY4M2I0NTMxYWE5OSIsImlhdCI6MTY0NTY3NzU2Mn0.hf29o0EB2FNWoivkDW6FCtyiPAbldEkvZCFZJcUGsS4,NOT_APPLICABLE,ALLOW,2,"[{'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:63139940/9642e327-b6d5-4b83-92a5-7da193ea676d/stream/hls', 'preset': 'mp3_0_0', 'duration': 81300, 'snipped': False, 'format': {'protocol': 'hls', 'mime_type': 'audio/mpeg'}, 'quality': 'sq'}, {'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:63139940/9642e327-b6d5-4b83-92a5-7da193ea676d/stream/progressive', 'preset': 'mp3_0_0', 'duration': 81300, 'snipped': False, 'format': {'protocol': 'progressive', 'mime_type': 'audio/mpeg'}, 'quality': 'sq'}]",https://i1.sndcdn.com/avatars-LQHwEEFP8SciWWEl-yGLHbw-large.jpg,Eric,45648,Eric Quidenus-Wahlforss,2,user,2020-07-21T08:17:59Z,Quidenus-Wahlforss,eric,https://soundcloud.com/eric,https://api.soundcloud.com/users/2,soundcloud:users:2,Eric 🔥,False,Berlin,DE,False,True,False,soundcloud:system-playlists:artist-stations:2,artist-stations:2,,,,,,,,
https://i1.sndcdn.com/artworks-000021639171-q4zvfn-large.jpg,,True,9.0,2012-04-14T15:06:54Z,,True,143,44947,44947,all,,True,43107831,track,,2012-09-24T14:41:04Z,all-rights-reserved,6,a-kind-of-sampler-at-leap,https://soundcloud.com/eric/a-kind-of-sampler-at-leap,1059,True,,,,,2,,public,finished,True,soundcloud:source=iphone-record geo:lat=52.522216 geo:lon=13.409930 foursquare:venue=4d7bd508e04d6ea841edefd5,A kind of sampler at leap,single-track,https://api.soundcloud.com/tracks/43107831,soundcloud:tracks:43107831,2,,https://wave.sndcdn.com/Qi10sVKv8UMj_m.json,2012-04-14T15:06:54Z,soundcloud:system-playlists:track-stations:43107831,track-stations:43107831,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJnZW8iOiJWTiIsInN1YiI6IiIsInJpZCI6ImRlOGFjZjdhLTVhOWMtNDY0YS04MjAxLTIwNmEzMzhhNDc1NSIsImlhdCI6MTY0NTY3NzU2Mn0.Tno6kybc-b56l8MCWDdYnu-asQhGjtYhSPC5wujHUn0,NOT_APPLICABLE,ALLOW,2,"[{'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:43107831/ffa7eb14-eb8d-49f1-afcb-55e1c9dfc08b/stream/hls', 'preset': 'mp3_0_0', 'duration': 44947, 'snipped': False, 'format': {'protocol': 'hls', 'mime_type': 'audio/mpeg'}, 'quality': 'sq'}, {'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:43107831/ffa7eb14-eb8d-49f1-afcb-55e1c9dfc08b/stream/progressive', 'preset': 'mp3_0_0', 'duration': 44947, 'snipped': False, 'format': {'protocol': 'progressive', 'mime_type': 'audio/mpeg'}, 'quality': 'sq'}]",https://i1.sndcdn.com/avatars-LQHwEEFP8SciWWEl-yGLHbw-large.jpg,Eric,45648,Eric Quidenus-Wahlforss,2,user,2020-07-21T08:17:59Z,Quidenus-Wahlforss,eric,https://soundcloud.com/eric,https://api.soundcloud.com/users/2,soundcloud:users:2,Eric 🔥,False,Berlin,DE,False,True,False,soundcloud:system-playlists:artist-stations:2,artist-stations:2,,,,,,,,
https://i1.sndcdn.com/artworks-000019348342-mcobcr-large.jpg,,True,5.0,2012-03-03T18:22:32Z,,True,138,20879,20879,all,,True,38580950,track,,2012-09-24T14:41:36Z,all-rights-reserved,4,hackingz-at-forss-place,https://soundcloud.com/eric/hackingz-at-forss-place,1416,True,,,,,1,,public,finished,True,soundcloud:source=iphone-record foursquare:venue=4aec9879f964a52038c921e3,Hackingz at forss place,single-track,https://api.soundcloud.com/tracks/38580950,soundcloud:tracks:38580950,2,,https://wave.sndcdn.com/IwutSx9A5TvR_m.json,2012-03-03T18:22:32Z,soundcloud:system-playlists:track-stations:38580950,track-stations:38580950,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJnZW8iOiJWTiIsInN1YiI6IiIsInJpZCI6ImVlMWY1ZDQ0LTk1MzYtNGJkMC1hZGNjLWM2MzgzZmVjMmU4YSIsImlhdCI6MTY0NTY3NzU2Mn0.Qllfw7_Tkzt7pyNwvggUCBvfu8TNXTPYZvqgyrVJeis,NOT_APPLICABLE,ALLOW,2,"[{'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:38580950/3df1a0b9-b08f-4858-8099-3163ef062d87/stream/hls', 'preset': 'mp3_0_0', 'duration': 20879, 'snipped': False, 'format': {'protocol': 'hls', 'mime_type': 'audio/mpeg'}, 'quality': 'sq'}, {'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:38580950/3df1a0b9-b08f-4858-8099-3163ef062d87/stream/progressive', 'preset': 'mp3_0_0', 'duration': 20879, 'snipped': False, 'format': {'protocol': 'progressive', 'mime_type': 'audio/mpeg'}, 'quality': 'sq'}]",https://i1.sndcdn.com/avatars-LQHwEEFP8SciWWEl-yGLHbw-large.jpg,Eric,45648,Eric Quidenus-Wahlforss,2,user,2020-07-21T08:17:59Z,Quidenus-Wahlforss,eric,https://soundcloud.com/eric,https://api.soundcloud.com/users/2,soundcloud:users:2,Eric 🔥,False,Berlin,DE,False,True,False,soundcloud:system-playlists:artist-stations:2,artist-stations:2,,,,,,,,
https://i1.sndcdn.com/artworks-000017394650-0ll8zb-large.jpg,,True,2.0,2012-01-27T01:10:50Z,,True,106,36662,36662,all,,True,34656083,track,,2012-01-30T04:39:39Z,all-rights-reserved,4,scanned-granddaddy-at-319,https://soundcloud.com/eric/scanned-granddaddy-at-319,672,True,,,,,0,,public,finished,True,soundcloud:source=iphone-record geo:lat=40.709822 geo:lon=-73.935614 foursquare:venue=4b1b6d3ff964a52058fb23e3,Scanned Granddaddy! at 319 scholes st,single-track,https://api.soundcloud.com/tracks/34656083,soundcloud:tracks:34656083,2,,https://wave.sndcdn.com/AfkcfJBf4y2h_m.json,2012-01-27T01:10:50Z,soundcloud:system-playlists:track-stations:34656083,track-stations:34656083,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJnZW8iOiJWTiIsInN1YiI6IiIsInJpZCI6IjI1NDM1NzM2LTBlOWQtNGI4My04ZDViLWRjNDhjNzhiYjA1NCIsImlhdCI6MTY0NTY3NzU2Mn0.7zOv2ldP4LG5oxT0Oq_f4NUxESbwpqbE3-bnBHn6QzE,NOT_APPLICABLE,ALLOW,2,"[{'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:34656083/3fb342c9-600a-444c-9bbd-8d01a166f783/stream/hls', 'preset': 'mp3_0_0', 'duration': 36662, 'snipped': False, 'format': {'protocol': 'hls', 'mime_type': 'audio/mpeg'}, 'quality': 'sq'}, {'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:34656083/3fb342c9-600a-444c-9bbd-8d01a166f783/stream/progressive', 'preset': 'mp3_0_0', 'duration': 36662, 'snipped': False, 'format': {'protocol': 'progressive', 'mime_type': 'audio/mpeg'}, 'quality': 'sq'}]",https://i1.sndcdn.com/avatars-LQHwEEFP8SciWWEl-yGLHbw-large.jpg,Eric,45648,Eric Quidenus-Wahlforss,2,user,2020-07-21T08:17:59Z,Quidenus-Wahlforss,eric,https://soundcloud.com/eric,https://api.soundcloud.com/users/2,soundcloud:users:2,Eric 🔥,False,Berlin,DE,False,True,False,soundcloud:system-playlists:artist-stations:2,artist-stations:2,,,,,,,,
https://i1.sndcdn.com/artworks-000015826026-r15am2-large.jpg,,True,1.0,2011-12-24T20:37:54Z,,True,48,2116,2116,all,,True,31523300,track,,2011-12-24T22:51:46Z,all-rights-reserved,1,merry-xmas,https://soundcloud.com/eric/merry-xmas,485,True,,,,,0,,public,finished,True,soundcloud:source=iphone-record,Merry Xmas,single-track,https://api.soundcloud.com/tracks/31523300,soundcloud:tracks:31523300,2,,https://wave.sndcdn.com/jTwKoXpb3gLk_m.json,2011-12-24T20:37:54Z,soundcloud:system-playlists:track-stations:31523300,track-stations:31523300,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJnZW8iOiJWTiIsInN1YiI6IiIsInJpZCI6IjE2OGE3NzI5LTdlYzctNGM3YS1hY2IxLWY3Y2VmYzkwZmRjYiIsImlhdCI6MTY0NTY3NzU2Mn0.SG-fsdf0dwjShWsx_r4yUhCZNC4LRyMp79ef07dvVp4,NOT_APPLICABLE,ALLOW,2,"[{'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:31523300/09410f7f-33cb-4164-b3a8-2d492fa3aeaf/stream/hls', 'preset': 'mp3_0_0', 'duration': 2116, 'snipped': False, 'format': {'protocol': 'hls', 'mime_type': 'audio/mpeg'}, 'quality': 'sq'}, {'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:31523300/09410f7f-33cb-4164-b3a8-2d492fa3aeaf/stream/progressive', 'preset': 'mp3_0_0', 'duration': 2116, 'snipped': False, 'format': {'protocol': 'progressive', 'mime_type': 'audio/mpeg'}, 'quality': 'sq'}]",https://i1.sndcdn.com/avatars-LQHwEEFP8SciWWEl-yGLHbw-large.jpg,Eric,45648,Eric Quidenus-Wahlforss,2,user,2020-07-21T08:17:59Z,Quidenus-Wahlforss,eric,https://soundcloud.com/eric,https://api.soundcloud.com/users/2,soundcloud:users:2,Eric 🔥,False,Berlin,DE,False,True,False,soundcloud:system-playlists:artist-stations:2,artist-stations:2,,,,,,,,
https://i1.sndcdn.com/artworks-000015187788-ubii75-large.jpg,,True,0.0,2011-12-10T21:47:51Z,,True,47,8989,8989,all,,True,30277983,track,,2014-09-20T20:02:23Z,all-rights-reserved,4,nyan,https://soundcloud.com/eric/nyan,880,True,,,,,1,,public,finished,True,soundcloud:source=iphone-record,Nyan!,single-track,https://api.soundcloud.com/tracks/30277983,soundcloud:tracks:30277983,2,,https://wave.sndcdn.com/hRuOKDQGwNtu_m.json,2011-12-10T21:47:51Z,soundcloud:system-playlists:track-stations:30277983,track-stations:30277983,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJnZW8iOiJWTiIsInN1YiI6IiIsInJpZCI6IjUzY2I2YmE5LTQ0ZjMtNGIzYy1iMmIxLWFlNGZmMDFjOTkwOSIsImlhdCI6MTY0NTY3NzU2Mn0.a4wxPTimrh0G46TJqjQyVVHRbq66BebgNF_N3w1Dmug,NOT_APPLICABLE,ALLOW,2,"[{'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:30277983/4cb414e1-610a-4417-bfdb-a1882964fa11/stream/hls', 'preset': 'mp3_0_0', 'duration': 8989, 'snipped': False, 'format': {'protocol': 'hls', 'mime_type': 'audio/mpeg'}, 'quality': 'sq'}, {'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:30277983/4cb414e1-610a-4417-bfdb-a1882964fa11/stream/progressive', 'preset': 'mp3_0_0', 'duration': 8989, 'snipped': False, 'format': {'protocol': 'progressive', 'mime_type': 'audio/mpeg'}, 'quality': 'sq'}]",https://i1.sndcdn.com/avatars-LQHwEEFP8SciWWEl-yGLHbw-large.jpg,Eric,45648,Eric Quidenus-Wahlforss,2,user,2020-07-21T08:17:59Z,Quidenus-Wahlforss,eric,https://soundcloud.com/eric,https://api.soundcloud.com/users/2,soundcloud:users:2,Eric 🔥,False,Berlin,DE,False,True,False,soundcloud:system-playlists:artist-stations:2,artist-stations:2,,,,,,,,
https://i1.sndcdn.com/artworks-000013915652-t5b52j-large.jpg,,True,0.0,2011-11-12T12:13:54Z,,True,50,96245,96245,all,,True,27821087,track,,2011-11-12T12:14:12Z,all-rights-reserved,3,inside-the-palace-part-6-at,https://soundcloud.com/eric/inside-the-palace-part-6-at,388,True,,,,,0,,public,finished,True,soundcloud:source=iphone-record geo:lat=44.427213 geo:lon=26.089991 foursquare:venue=4bed1a98bac3c9b603d2fde9,"Inside the palace, part 6 at Palatul Parlamentului",single-track,https://api.soundcloud.com/tracks/27821087,soundcloud:tracks:27821087,2,,https://wave.sndcdn.com/F81qK0w951TK_m.json,2011-11-12T12:13:54Z,soundcloud:system-playlists:track-stations:27821087,track-stations:27821087,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJnZW8iOiJWTiIsInN1YiI6IiIsInJpZCI6IjUzZjAwMGNjLWE0MjQtNGI1OS04MGRmLTNmZjg0NDgwNjNhZSIsImlhdCI6MTY0NTY3NzU2Mn0.WaNenDVvTH7XG0W1A38IdBJ0jD3qS9pJe7XPCJk4jpM,NOT_APPLICABLE,ALLOW,2,"[{'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:27821087/96313202-b9d8-411b-b656-683e8fddbf2e/stream/hls', 'preset': 'mp3_0_0', 'duration': 96245, 'snipped': False, 'format': {'protocol': 'hls', 'mime_type': 'audio/mpeg'}, 'quality': 'sq'}, {'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:27821087/96313202-b9d8-411b-b656-683e8fddbf2e/stream/progressive', 'preset': 'mp3_0_0', 'duration': 96245, 'snipped': False, 'format': {'protocol': 'progressive', 'mime_type': 'audio/mpeg'}, 'quality': 'sq'}]",https://i1.sndcdn.com/avatars-LQHwEEFP8SciWWEl-yGLHbw-large.jpg,Eric,45648,Eric Quidenus-Wahlforss,2,user,2020-07-21T08:17:59Z,Quidenus-Wahlforss,eric,https://soundcloud.com/eric,https://api.soundcloud.com/users/2,soundcloud:users:2,Eric 🔥,False,Berlin,DE,False,True,False,soundcloud:system-playlists:artist-stations:2,artist-stations:2,,,,,,,,
,,True,0.0,2011-11-12T12:08:59Z,,True,47,113519,113519,all,,True,27820867,track,,2011-11-12T12:09:17Z,all-rights-reserved,1,inside-the-palace-part-5-at,https://soundcloud.com/eric/inside-the-palace-part-5-at,341,True,,,,,0,,public,finished,True,soundcloud:source=iphone-record geo:lat=44.427386 geo:lon=26.088782 foursquare:venue=4bed1a98bac3c9b603d2fde9,"Inside the palace, part 5 at Palatul Parlamentului",single-track,https://api.soundcloud.com/tracks/27820867,soundcloud:tracks:27820867,2,,https://wave.sndcdn.com/lUSPmxR655xs_m.json,2011-11-12T12:08:59Z,soundcloud:system-playlists:track-stations:27820867,track-stations:27820867,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJnZW8iOiJWTiIsInN1YiI6IiIsInJpZCI6ImY4ZDEwYmUxLTNlOTMtNDViMy1hODEwLTE3MWVmZGI2NTVmYSIsImlhdCI6MTY0NTY3NzU2Mn0.t183IJ5PfYHGTr81JLz_ooe8oqfP4fQJenpFPwXIpDQ,NOT_APPLICABLE,ALLOW,2,"[{'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:27820867/9f413cb4-0cd9-4452-9349-ef618b25a4cd/stream/hls', 'preset': 'mp3_0_0', 'duration': 113519, 'snipped': False, 'format': {'protocol': 'hls', 'mime_type': 'audio/mpeg'}, 'quality': 'sq'}, {'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:27820867/9f413cb4-0cd9-4452-9349-ef618b25a4cd/stream/progressive', 'preset': 'mp3_0_0', 'duration': 113519, 'snipped': False, 'format': {'protocol': 'progressive', 'mime_type': 'audio/mpeg'}, 'quality': 'sq'}]",https://i1.sndcdn.com/avatars-LQHwEEFP8SciWWEl-yGLHbw-large.jpg,Eric,45648,Eric Quidenus-Wahlforss,2,user,2020-07-21T08:17:59Z,Quidenus-Wahlforss,eric,https://soundcloud.com/eric,https://api.soundcloud.com/users/2,soundcloud:users:2,Eric 🔥,False,Berlin,DE,False,True,False,soundcloud:system-playlists:artist-stations:2,artist-stations:2,,,,,,,,
,,True,0.0,2011-11-12T12:02:13Z,,True,47,39276,39276,all,,True,27820537,track,,2011-11-12T12:02:32Z,all-rights-reserved,1,inside-the-palace-part-4-at,https://soundcloud.com/eric/inside-the-palace-part-4-at,273,True,,,,,0,,public,finished,True,soundcloud:source=iphone-record geo:lat=44.427737 geo:lon=26.086290 foursquare:venue=4bed1a98bac3c9b603d2fde9,"Inside the palace, part 4 at Palatul Parlamentului",single-track,https://api.soundcloud.com/tracks/27820537,soundcloud:tracks:27820537,2,,https://wave.sndcdn.com/mBjuFu837cMo_m.json,2011-11-12T12:02:13Z,soundcloud:system-playlists:track-stations:27820537,track-stations:27820537,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJnZW8iOiJWTiIsInN1YiI6IiIsInJpZCI6IjMyMzEyNDgwLTdjZWEtNDMxOS04ZjJiLTk3Yjc5NGFmNGM3MCIsImlhdCI6MTY0NTY3NzU2Mn0.DrCr-Lr-qfFDqhv-EkXG80l3eU9Tlm6f6LZCGdpNrlU,NOT_APPLICABLE,ALLOW,2,"[{'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:27820537/a9ff87ab-aec5-452f-a5e0-32b2dbed7409/stream/hls', 'preset': 'mp3_0_0', 'duration': 39276, 'snipped': False, 'format': {'protocol': 'hls', 'mime_type': 'audio/mpeg'}, 'quality': 'sq'}, {'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:27820537/a9ff87ab-aec5-452f-a5e0-32b2dbed7409/stream/progressive', 'preset': 'mp3_0_0', 'duration': 39276, 'snipped': False, 'format': {'protocol': 'progressive', 'mime_type': 'audio/mpeg'}, 'quality': 'sq'}]",https://i1.sndcdn.com/avatars-LQHwEEFP8SciWWEl-yGLHbw-large.jpg,Eric,45648,Eric Quidenus-Wahlforss,2,user,2020-07-21T08:17:59Z,Quidenus-Wahlforss,eric,https://soundcloud.com/eric,https://api.soundcloud.com/users/2,soundcloud:users:2,Eric 🔥,False,Berlin,DE,False,True,False,soundcloud:system-playlists:artist-stations:2,artist-stations:2,,,,,,,,
,,True,0.0,2011-11-12T11:54:12Z,,True,50,79702,79702,all,,True,27820152,track,,2011-11-12T11:54:26Z,all-rights-reserved,1,inside-the-palace-part-3-at,https://soundcloud.com/eric/inside-the-palace-part-3-at,255,True,,,,,1,,public,finished,True,soundcloud:source=iphone-record geo:lat=44.427339 geo:lon=26.088821 foursquare:venue=4bed1a98bac3c9b603d2fde9,"Inside the palace, part 3 at Palatul Parlamentului",single-track,https://api.soundcloud.com/tracks/27820152,soundcloud:tracks:27820152,2,,https://wave.sndcdn.com/JuuyHbngyYKl_m.json,2011-11-12T11:54:12Z,soundcloud:system-playlists:track-stations:27820152,track-stations:27820152,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJnZW8iOiJWTiIsInN1YiI6IiIsInJpZCI6ImZlZjI0MjQ4LWM4NTgtNGI2Yi05YjA2LTRlN2M3NDFkMWUyYyIsImlhdCI6MTY0NTY3NzU2Mn0.cMvW-S1iczPYMCjcdRfEml0wEwaEEr5n9Ywwz_xTnag,NOT_APPLICABLE,ALLOW,2,"[{'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:27820152/553d3329-775c-409d-b136-9e695914f519/stream/hls', 'preset': 'mp3_0_0', 'duration': 79702, 'snipped': False, 'format': {'protocol': 'hls', 'mime_type': 'audio/mpeg'}, 'quality': 'sq'}, {'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:27820152/553d3329-775c-409d-b136-9e695914f519/stream/progressive', 'preset': 'mp3_0_0', 'duration': 79702, 'snipped': False, 'format': {'protocol': 'progressive', 'mime_type': 'audio/mpeg'}, 'quality': 'sq'}]",https://i1.sndcdn.com/avatars-LQHwEEFP8SciWWEl-yGLHbw-large.jpg,Eric,45648,Eric Quidenus-Wahlforss,2,user,2020-07-21T08:17:59Z,Quidenus-Wahlforss,eric,https://soundcloud.com/eric,https://api.soundcloud.com/users/2,soundcloud:users:2,Eric 🔥,False,Berlin,DE,False,True,False,soundcloud:system-playlists:artist-stations:2,artist-stations:2,,,,,,,,
