created_at,kind,id,track.artwork_url,track.caption,track.commentable,track.comment_count,track.created_at,track.description,track.downloadable,track.download_count,track.duration,track.full_duration,track.embeddable_by,track.genre,track.has_downloads_left,track.id,track.kind,track.label_name,track.last_modified,track.license,track.likes_count,track.permalink,track.permalink_url,track.playback_count,track.public,track.publisher_metadata.id,track.publisher_metadata.urn,track.publisher_metadata.contains_music,track.purchase_title,track.purchase_url,track.release_date,track.reposts_count,track.secret_token,track.sharing,track.state,track.streamable,track.tag_list,track.title,track.track_format,track.uri,track.urn,track.user_id,track.visuals,track.waveform_url,track.display_date,track.media.transcodings,track.station_urn,track.station_permalink,track.track_authorization,track.monetization_model,track.policy,track.user.avatar_url,track.user.first_name,track.user.followers_count,track.user.full_name,track.user.id,track.user.kind,track.user.last_modified,track.user.last_name,track.user.permalink,track.user.permalink_url,track.user.uri,track.user.urn,track.user.username,track.user.verified,track.user.city,track.user.country_code,track.user.badges.pro,track.user.badges.pro_unlimited,track.user.badges.verified,track.user.station_urn,track.user.station_permalink,track.publisher_metadata.artist,track.publisher_metadata.album_title,track.publisher_metadata.upc_or_ean,track.publisher_metadata.isrc,track.publisher_metadata.explicit,track.publisher_metadata.p_line,track.publisher_metadata.p_line_for_display,track.publisher_metadata.c_line,track.publisher_metadata.c_line_for_display,track.publisher_metadata.writer_composer,track.publisher_metadata.release_title,track.publisher_metadata.publisher,track.publisher_metadata,track.visuals.urn,track.visuals.enabled,track.visuals.visuals,track.visuals.tracking,track.publisher_metadata.iswc
2022-02-13T16:54:12Z,like,2,https://i1.sndcdn.com/artworks-3mOtmCISpqpJ45gX-JhbonA-large.jpg,,True,,2022-01-19T15:05:56Z,"24 HOURS IN A DISCO. AIN'T MY FAULT, I WAS CAUGHT IN THE GROOVE.

Mojo Club Hamburg invited me to their BEYOND series and I packed my fav records from '78 & '79. I hope this vinyl-only mix brings you as much joy as I feel listening (and singing along) to it! Being home AGAIN and missing clubs is definitely easier when you can escape into the glittery world of late 70's nightlife. Enjoy. <3

MOJO STREAM: https://www.youtube.com/watch?v=dRNFwaRpkiE",False,,2828722,2828722,all,DISCO SOUL.,False,1199406190,track,,2022-01-19T16:40:13Z,cc-by-nc-nd,,disco-madness-78-79-favourites,https://soundcloud.com/thisistereza/disco-madness-78-79-favourites,,True,1199406190.0,soundcloud:tracks:1199406190,True,VIDEO,https://www.youtube.com/watch?v=dRNFwaRpkiE,,0,,public,finished,True,,DISCO MADNESS. '78 & '79 FAVOURITES. (VINYL),single-track,https://api.soundcloud.com/tracks/1199406190,soundcloud:tracks:1199406190,31152043,,https://wave.sndcdn.com/gsbil7eLx1xQ_m.json,2022-01-19T15:05:56Z,"[{'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:1199406190/90808be2-b158-4778-8776-49a892bec35d/stream/hls', 'preset': 'mp3_0_1', 'duration': 2828722, 'snipped': False, 'format': {'protocol': 'hls', 'mime_type': 'audio/mpeg'}, 'quality': 'sq'}, {'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:1199406190/90808be2-b158-4778-8776-49a892bec35d/stream/progressive', 'preset': 'mp3_0_1', 'duration': 2828722, 'snipped': False, 'format': {'protocol': 'progressive', 'mime_type': 'audio/mpeg'}, 'quality': 'sq'}, {'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:1199406190/6a3412fd-9cac-41d9-a4b5-99cd889f5474/stream/hls', 'preset': 'opus_0_0', 'duration': 2828693, 'snipped': False, 'format': {'protocol': 'hls', 'mime_type': 'audio/ogg; codecs=""opus""'}, 'quality': 'sq'}]",soundcloud:system-playlists:track-stations:1199406190,track-stations:1199406190,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJnZW8iOiJWTiIsInN1YiI6IiIsInJpZCI6IiIsImlhdCI6MTY0NDg0NjkzNn0.4T0iblZAaiLZ6oseESQ0V2CQrPVTcs98euQ4q8FJLko,NOT_APPLICABLE,ALLOW,https://i1.sndcdn.com/avatars-000686628375-tvqg43-large.jpg,,6812,,31152043,user,2020-04-17T11:51:06Z,,thisistereza,https://soundcloud.com/thisistereza,https://api.soundcloud.com/users/31152043,soundcloud:users:31152043,TEREZA,False,,DE,False,False,False,soundcloud:system-playlists:artist-stations:31152043,artist-stations:31152043,,,,,,,,,,,,,,,,,,
2022-02-03T05:32:12Z,like,2,https://i1.sndcdn.com/artworks-uroxJlJrD1KlzQB0-WIkQfQ-large.jpg,,True,7.0,2022-01-27T14:22:49Z,"Manchester b2b London. Keep It Unreal b2b Run Dem Crew. Two titans of UK club culture go b2b for only the second time in a friendship going back decades. A special special three hours with @mr-scruff and @charlie-dark recorded live at the TRTD Yemen Emergency Fundraiser at Pickle Factory, London on 5 Dec 2021. 

Interview ~ Download:
https://www.therighttodance.org/memberships/section/article/155

About The Right To Dance:

TRTD is a new fundraising movement from War Child UK in collaboration with the underground music community.

The dance floor has long represented a sanctuary for groups of all backgrounds and interests; a place where community, freedom, identity, self-expression is nurtured, without fear of recrimination. These shared values are at the heart of War Child's work in creating safe spaces for children impacted by conflict, where childhood can be reclaimed, and where simple pleasures like laughter, playing and dancing can be rediscovered.

Continuing War Child’s 25 year heritage working with the music industry, TRTD celebrates this universal connection through a monthly membership powered by a growing network of generous partners from across the underground.

From as little as £3/month you can gain exclusive access to music, events, merch and discounts, while also supporting War Child’s urgent work improving the lives of children in war-affected areas like Afghanistan, Central African Republic, DRC, Iraq and Yemen.

Become a TRTD member, with access to:

🔉 Discounts and early access to TRTD parties
🔉 20% off TRTD tees, slipmats and tote bags
🔉 Original music, mixes and articles from across the dance music spectrum
🔉 Discounts from club & festival partners 
🔉 Brand partner discounts from Gorillas, Audio-Technica, Juno Records, East London Liquor Company and more

www.therighttodance.org/",False,0.0,10877336,10877336,all,Storytelling,False,1204695856,track,,2022-01-29T01:16:39Z,all-rights-reserved,247.0,trtd-mix-002-mr-scruff-b2b-charlie-dark,https://soundcloud.com/the-right-to-dance/trtd-mix-002-mr-scruff-b2b-charlie-dark,2561.0,True,1204695856.0,soundcloud:tracks:1204695856,True,,https://www.therighttodance.org/memberships/section/article/155,,19,,public,finished,True,"""Mr Scruff"" ""Charlie Dark"" London ""Pickle Factory""",TRTD Mix 002: Mr Scruff B2b Charlie Dark,single-track,https://api.soundcloud.com/tracks/1204695856,soundcloud:tracks:1204695856,1044280939,,https://wave.sndcdn.com/RQ8M0qrwdDCK_m.json,2022-01-27T14:22:49Z,"[{'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:1204695856/f551c0db-1c47-43b8-9ba2-8fd129a83241/stream/hls', 'preset': 'mp3_0_1', 'duration': 10877336, 'snipped': False, 'format': {'protocol': 'hls', 'mime_type': 'audio/mpeg'}, 'quality': 'sq'}, {'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:1204695856/f551c0db-1c47-43b8-9ba2-8fd129a83241/stream/progressive', 'preset': 'mp3_0_1', 'duration': 10877336, 'snipped': False, 'format': {'protocol': 'progressive', 'mime_type': 'audio/mpeg'}, 'quality': 'sq'}, {'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:1204695856/8b8abf06-cb4d-449c-b622-5bca8b4d5815/stream/hls', 'preset': 'opus_0_0', 'duration': 10877294, 'snipped': False, 'format': {'protocol': 'hls', 'mime_type': 'audio/ogg; codecs=""opus""'}, 'quality': 'sq'}]",soundcloud:system-playlists:track-stations:1204695856,track-stations:1204695856,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJnZW8iOiJWTiIsInN1YiI6IiIsInJpZCI6IiIsImlhdCI6MTY0NDg0NjkzNn0.4T0iblZAaiLZ6oseESQ0V2CQrPVTcs98euQ4q8FJLko,NOT_APPLICABLE,ALLOW,https://i1.sndcdn.com/avatars-EP3jMPAwuAi3MsAC-cXJoFA-large.jpg,,55,,1044280939,user,2022-01-27T14:33:48Z,,the-right-to-dance,https://soundcloud.com/the-right-to-dance,https://api.soundcloud.com/users/1044280939,soundcloud:users:1044280939,The Right To Dance,False,,,False,False,False,soundcloud:system-playlists:artist-stations:1044280939,artist-stations:1044280939,,,,,,,,,,,,,,,,,,
2022-01-22T14:18:47Z,like,2,https://i1.sndcdn.com/artworks-dZ2jSpImSBkJ-0-large.png,,True,4.0,2016-05-20T15:05:56Z,,False,0.0,172983,172983,all,Alternative,False,265069163,track,XL Recordings,2022-01-25T14:48:20Z,all-rights-reserved,380.0,glass-eyes,https://soundcloud.com/radiohead/glass-eyes,23309.0,True,265069163.0,soundcloud:tracks:265069163,True,,,2016-05-08T00:00:00Z,16,,public,finished,True,,Glass Eyes,single-track,https://api.soundcloud.com/tracks/265069163,soundcloud:tracks:265069163,5711664,,https://wave.sndcdn.com/0vszU6bCXl8K_m.json,2016-05-08T00:00:00Z,[],soundcloud:system-playlists:track-stations:265069163,track-stations:265069163,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJnZW8iOiJWTiIsInN1YiI6IiIsInJpZCI6IjBlOWJmMDY2LTU2NTktNGQ4Ny05OTg3LWQ3MTM5NTMxMTdkMiIsImlhdCI6MTY0NDg0NjkzNn0.E8quhtt4Fe2bR3xqi58_KEdqFnZZLhxX3wlPhWDHWTs,NOT_APPLICABLE,BLOCK,https://i1.sndcdn.com/avatars-ULDvb3PzCyHnzMvA-Z9yxSg-large.jpg,Radiohead,1742884,Radiohead,5711664,user,2021-10-01T17:18:13Z,,radiohead,https://soundcloud.com/radiohead,https://api.soundcloud.com/users/5711664,soundcloud:users:5711664,Radiohead,True,Oxford,GB,False,False,True,soundcloud:system-playlists:artist-stations:5711664,artist-stations:5711664,Radiohead,A Moon Shaped Pool,634904079062,GBBKS1600076,False,2016 LLLP LLP under exclusive license to XL Recordings Ltd,℗ 2016 LLLP LLP under exclusive license to XL Recordings Ltd,2016 LLLP LLP under exclusive license to XL Recordings Ltd,© 2016 LLLP LLP under exclusive license to XL Recordings Ltd,"Colin Greenwood, Ed O'Brien, Jonny Greenwood, Phil Selway",Glass Eyes,,,,,,,
2022-01-21T12:06:13Z,like,2,https://i1.sndcdn.com/artworks-5C1WsrhC6CNRftTl-zV7Piw-large.jpg,,True,1.0,2020-09-21T08:16:03Z,Set - Leon den Engelsen,False,0.0,437525,437525,all,Dance & EDM,False,896838133,track,,2020-10-23T04:36:01Z,all-rights-reserved,27.0,set-free-v7mix,https://soundcloud.com/leondenengelsen/set-free-v7mix,2210.0,True,896838133.0,soundcloud:tracks:896838133,True,,,,6,,public,finished,True,"Electro Electronic Alternative dance techno House techhouse lowkey lowkeytechno ambient analog Piano tape delay nordiqsound ""leon den engelsen"" buildup LeondenEngelsen",Set,single-track,https://api.soundcloud.com/tracks/896838133,soundcloud:tracks:896838133,7060212,,https://wave.sndcdn.com/WOreLv9FuNGL_m.json,2020-10-23T04:36:01Z,"[{'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:896838133/d5441da5-ac4f-4ef9-9284-e6ecfa967e0c/stream/hls', 'preset': 'mp3_0_1', 'duration': 437525, 'snipped': False, 'format': {'protocol': 'hls', 'mime_type': 'audio/mpeg'}, 'quality': 'sq'}, {'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:896838133/d5441da5-ac4f-4ef9-9284-e6ecfa967e0c/stream/progressive', 'preset': 'mp3_0_1', 'duration': 437525, 'snipped': False, 'format': {'protocol': 'progressive', 'mime_type': 'audio/mpeg'}, 'quality': 'sq'}, {'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:896838133/f7eccae6-4fe3-4a23-88e0-5e4397f0ba19/stream/hls', 'preset': 'opus_0_0', 'duration': 437495, 'snipped': False, 'format': {'protocol': 'hls', 'mime_type': 'audio/ogg; codecs=""opus""'}, 'quality': 'sq'}]",soundcloud:system-playlists:track-stations:896838133,track-stations:896838133,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJnZW8iOiJWTiIsInN1YiI6IiIsInJpZCI6ImFjNDk5NGU4LWJmZGYtNGMzNS05OTQ4LWVlMmEwMGQzMWYzNSIsImlhdCI6MTY0NDg0NjkzNn0.kkqZwa2Q00ql_ROulovDqZX2cQMjglhDTc-KZFhnS_k,NOT_APPLICABLE,ALLOW,https://i1.sndcdn.com/avatars-vs4jam8zPP8yY0ji-zhTGDg-large.jpg,Leon,91,Leon den Engelsen,7060212,user,2021-07-10T11:51:04Z,den Engelsen,leondenengelsen,https://soundcloud.com/leondenengelsen,https://api.soundcloud.com/users/7060212,soundcloud:users:7060212,Leon den Engelsen,False,Röstånga,SE,False,False,False,soundcloud:system-playlists:artist-stations:7060212,artist-stations:7060212,,,,,,,,,,,,,,,,,,
2022-01-14T20:23:03Z,like,2,https://i1.sndcdn.com/artworks-000580477649-jwsvw6-large.jpg,,True,286.0,2019-08-10T09:42:46Z,"Carefree + Chaos + Friendship + Love = GARBICZ
Best of the best...❤️❤️❤️

My set from Thursday night at Seebühne.

Thank you for this amazing vibe ✨🙌😘

<a href=""https://theartistunion.com/tracks/ae268c"" rel=""nofollow"">Download for free on The Artist Union</a>",False,0.0,8360176,8360176,all,Deep House,False,663828701,track,,2021-03-24T10:24:39Z,all-rights-reserved,1813.0,holger-hecler-garbicz-2019,https://soundcloud.com/holgerhecler/holger-hecler-garbicz-2019,46518.0,True,663828701.0,soundcloud:tracks:663828701,True,Download,https://theartistunion.com/tracks/ae268c,,281,,public,finished,True,,Holger Hecler @Garbicz 2019,single-track,https://api.soundcloud.com/tracks/663828701,soundcloud:tracks:663828701,14694,,https://wave.sndcdn.com/5VKLsbMeZe7d_m.json,2019-08-10T09:42:46Z,"[{'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:663828701/79098c55-f1ec-4677-9c4a-f13c67412956/stream/hls', 'preset': 'mp3_0_0', 'duration': 8360176, 'snipped': False, 'format': {'protocol': 'hls', 'mime_type': 'audio/mpeg'}, 'quality': 'sq'}, {'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:663828701/79098c55-f1ec-4677-9c4a-f13c67412956/stream/progressive', 'preset': 'mp3_0_0', 'duration': 8360176, 'snipped': False, 'format': {'protocol': 'progressive', 'mime_type': 'audio/mpeg'}, 'quality': 'sq'}, {'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:663828701/5deafa76-2b84-4cb9-aac0-c7b1d38b4199/stream/hls', 'preset': 'opus_0_0', 'duration': 8359347, 'snipped': False, 'format': {'protocol': 'hls', 'mime_type': 'audio/ogg; codecs=""opus""'}, 'quality': 'sq'}]",soundcloud:system-playlists:track-stations:663828701,track-stations:663828701,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJnZW8iOiJWTiIsInN1YiI6IiIsInJpZCI6ImFhMzQyNDBkLTZmYzktNGVlYi1hMzI1LTg3MjcyZDUzNmIwNCIsImlhdCI6MTY0NDg0NjkzNn0.mlO5u7pcN5UbQB3wxpaR4mhy2Qbj0Q2cz82RZixwVAE,NOT_APPLICABLE,ALLOW,https://i1.sndcdn.com/avatars-000468183441-cyz1np-large.jpg,,21157,,14694,user,2021-08-11T07:57:13Z,,holgerhecler,https://soundcloud.com/holgerhecler,https://api.soundcloud.com/users/14694,soundcloud:users:14694,Holger Hecler,False,Berlin,,False,False,False,soundcloud:system-playlists:artist-stations:14694,artist-stations:14694,Holger Hecler,Holger Hecler @Garbicz 2019,,,,,,,,,,,,,,,,
2022-01-14T20:22:55Z,like,2,https://i1.sndcdn.com/artworks-000175574581-f3ja2q-large.jpg,,True,305.0,2016-08-09T14:59:28Z,"My set recorded at Garbicz Festival 2016.

Special thanks to Beatunique and Mame Sounds for the spontaneous Live-Drums and Live-Vocals. Unfortunately I have not been able to record their audio tracks so I am afraid this is not on the recording as well.

Thanks to the festival people and everybody behind the scences.

It was Big Fun.

<a href=""https://theartistunion.com/tracks/8c224d"" rel=""nofollow"">Download for free on The Artist Union</a>",False,2235.0,6473591,6473591,all,Electronic,False,277509499,track,,2020-12-22T21:23:05Z,all-rights-reserved,4939.0,holger-hecler-garbicz-festival-2016,https://soundcloud.com/holgerhecler/holger-hecler-garbicz-festival-2016,124238.0,True,277509499.0,soundcloud:tracks:277509499,,Download,https://theartistunion.com/tracks/8c224d,,664,,public,finished,True,Electronic,Holger Hecler @Garbicz Festival 2016,single-track,https://api.soundcloud.com/tracks/277509499,soundcloud:tracks:277509499,14694,,https://wave.sndcdn.com/5N6QI2PXRbL8_m.json,2016-08-09T14:59:28Z,"[{'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:277509499/1bcc2e48-dd2b-436c-ae4f-9224a9caf55d/stream/hls', 'preset': 'mp3_0_0', 'duration': 6473591, 'snipped': False, 'format': {'protocol': 'hls', 'mime_type': 'audio/mpeg'}, 'quality': 'sq'}, {'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:277509499/1bcc2e48-dd2b-436c-ae4f-9224a9caf55d/stream/progressive', 'preset': 'mp3_0_0', 'duration': 6473591, 'snipped': False, 'format': {'protocol': 'progressive', 'mime_type': 'audio/mpeg'}, 'quality': 'sq'}, {'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:277509499/3478ed84-f6fc-42e7-878f-36c523e1716a/stream/hls', 'preset': 'opus_0_0', 'duration': 6473591, 'snipped': False, 'format': {'protocol': 'hls', 'mime_type': 'audio/ogg; codecs=""opus""'}, 'quality': 'sq'}]",soundcloud:system-playlists:track-stations:277509499,track-stations:277509499,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJnZW8iOiJWTiIsInN1YiI6IiIsInJpZCI6IjE4YTI4ZmZmLTI1OTMtNDhlNy05YTk0LTBhYzMwYWU5YTViMiIsImlhdCI6MTY0NDg0NjkzNn0.Qx80jn1ewTSKhDHXcxQWHriTX5tgSVGlBsOvWy7lBzM,NOT_APPLICABLE,ALLOW,https://i1.sndcdn.com/avatars-000468183441-cyz1np-large.jpg,,21157,,14694,user,2021-08-11T07:57:13Z,,holgerhecler,https://soundcloud.com/holgerhecler,https://api.soundcloud.com/users/14694,soundcloud:users:14694,Holger Hecler,False,Berlin,,False,False,False,soundcloud:system-playlists:artist-stations:14694,artist-stations:14694,Holger Hecler,Holger Hecler @Garbicz Festival 2016,,,,,,,,,,,,,,,,
2022-01-14T20:20:49Z,like,2,https://i1.sndcdn.com/artworks-F0J4Zvrc699a-0-large.jpg,,True,0.0,2016-05-31T21:52:04Z,,False,0.0,274860,274860,all,Rock,False,266842174,track,,2020-06-10T19:03:15Z,all-rights-reserved,147.0,the-golden-age-album-version,https://soundcloud.com/planned_obsolescence/the-golden-age-album-version,7694.0,True,266842174.0,soundcloud:tracks:266842174,True,,,2002-01-01T00:00:00Z,6,,public,finished,True,,The Golden Age,single-track,https://api.soundcloud.com/tracks/266842174,soundcloud:tracks:266842174,148328,,https://wave.sndcdn.com/XrZcGHfiJL7C_m.json,2002-01-01T00:00:00Z,[],soundcloud:system-playlists:track-stations:266842174,track-stations:266842174,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJnZW8iOiJWTiIsInN1YiI6IiIsInJpZCI6ImU5ZWE4MmFiLWYzOTYtNDMxYi1iMjhmLTIyZDczYmRkNzViZSIsImlhdCI6MTY0NDg0NjkzNn0.U_IxfVhLyuk7BUNyOuYZiF6ohDqm8zYbV-rwqafQbO8,NOT_APPLICABLE,BLOCK,https://i1.sndcdn.com/avatars-000227453446-p4y2cn-large.jpg,Beck,28274,Beck Hansen,148328,user,2021-10-01T00:00:05Z,Hansen,planned_obsolescence,https://soundcloud.com/planned_obsolescence,https://api.soundcloud.com/users/148328,soundcloud:users:148328,Beck,True,Los Angeles,US,False,False,True,soundcloud:system-playlists:artist-stations:148328,artist-stations:148328,Beck,Sea Change,00606949339326,USIR10211440,False,℗ 2002 Geffen Records,℗ 2002 Geffen Records,2002 © 2002 Geffen Records,© 2002 © 2002 Geffen Records,,The Golden Age,,,,,,,
2022-01-14T20:20:46Z,like,2,https://i1.sndcdn.com/artworks-tRzYJW2Ep4sA-0-large.jpg,,True,0.0,2016-05-31T21:52:16Z,,False,0.0,337685,337685,all,Rock,False,266842216,track,,2020-06-10T18:53:37Z,all-rights-reserved,44.0,lonesome-tears-album-version,https://soundcloud.com/planned_obsolescence/lonesome-tears-album-version,1505.0,True,266842216.0,soundcloud:tracks:266842216,True,,,2002-01-01T00:00:00Z,1,,public,finished,True,,Lonesome Tears,single-track,https://api.soundcloud.com/tracks/266842216,soundcloud:tracks:266842216,148328,,https://wave.sndcdn.com/NiRpJ9W3m5Wu_m.json,2002-01-01T00:00:00Z,[],soundcloud:system-playlists:track-stations:266842216,track-stations:266842216,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJnZW8iOiJWTiIsInN1YiI6IiIsInJpZCI6ImIzYjdmNjhiLTg0NTItNDdjMi05YmEyLTFkZWZkYzUwNTQ5MSIsImlhdCI6MTY0NDg0NjkzNn0.WN0rp85rrMWNSUOa9oxMKhalzn_IQj4QWGoc7E-rSt0,NOT_APPLICABLE,BLOCK,https://i1.sndcdn.com/avatars-000227453446-p4y2cn-large.jpg,Beck,28274,Beck Hansen,148328,user,2021-10-01T00:00:05Z,Hansen,planned_obsolescence,https://soundcloud.com/planned_obsolescence,https://api.soundcloud.com/users/148328,soundcloud:users:148328,Beck,True,Los Angeles,US,False,False,True,soundcloud:system-playlists:artist-stations:148328,artist-stations:148328,Beck,Sea Change,00606949339326,USIR10211454,False,℗ 2002 Geffen Records,℗ 2002 Geffen Records,2002 © 2002 Geffen Records,© 2002 © 2002 Geffen Records,,Lonesome Tears,,,,,,,
2022-01-14T20:20:26Z,like,2,https://i1.sndcdn.com/artworks-pC6w7ZJal8tN-0-large.jpg,,True,1.0,2016-05-31T21:52:10Z,,False,0.0,275566,275566,all,Rock,False,266842200,track,,2020-06-10T19:14:05Z,all-rights-reserved,59.0,paper-tiger-album-version,https://soundcloud.com/planned_obsolescence/paper-tiger-album-version,2580.0,True,266842200.0,soundcloud:tracks:266842200,True,,,2002-01-01T00:00:00Z,2,,public,finished,True,,Paper Tiger,single-track,https://api.soundcloud.com/tracks/266842200,soundcloud:tracks:266842200,148328,,https://wave.sndcdn.com/UhbgMQMTYm4e_m.json,2002-01-01T00:00:00Z,[],soundcloud:system-playlists:track-stations:266842200,track-stations:266842200,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJnZW8iOiJWTiIsInN1YiI6IiIsInJpZCI6ImUwNjE5MGNlLWRlYzItNGUxNy1hZGNkLTZkM2U5ZDc0ZjM1MSIsImlhdCI6MTY0NDg0NjkzNn0.AyAsaad_quQhmit_2ayu295_MBos7RfPGSVOXcbsvVU,NOT_APPLICABLE,BLOCK,https://i1.sndcdn.com/avatars-000227453446-p4y2cn-large.jpg,Beck,28274,Beck Hansen,148328,user,2021-10-01T00:00:05Z,Hansen,planned_obsolescence,https://soundcloud.com/planned_obsolescence,https://api.soundcloud.com/users/148328,soundcloud:users:148328,Beck,True,Los Angeles,US,False,False,True,soundcloud:system-playlists:artist-stations:148328,artist-stations:148328,Beck,Sea Change,00606949339326,USIR10211442,False,℗ 2002 Geffen Records,℗ 2002 Geffen Records,2002 © 2002 Geffen Records,© 2002 © 2002 Geffen Records,,Paper Tiger,,,,,,,
2022-01-10T20:34:20Z,like,2,https://i1.sndcdn.com/artworks-000213165746-2kzd8i-large.jpg,,True,120.0,2017-03-17T16:59:32Z,"Name Your Price: http://music.aljoshakonstanty.com/album/discovery-ep

Support on Spotify: http://spoti.fi/2m8GKEw
Support on iTunes: http://apple.co/2nhrbu5

Music Video: https://youtu.be/NOaXGOatm4M

License: https://musicvine.net/music/wanderlust/

""Wanderlust"" started out as a cinematic sketch, with the intention of it being a birthday gift. It was never meant to end up on the EP, however, after some experimentation I liked the track so much that I decided to append it to the existing tracks and make it the 5th on the EP.

Follow AK:
https://soundcloud.com/aljoshakonstanty
https://facebook.com/aljoshakonstanty
https://twitter.com/akliquid",False,0.0,231806,231806,all,Ambient,False,312977441,track,Self-Released,2022-01-27T10:47:50Z,all-rights-reserved,6374.0,wanderlust,https://soundcloud.com/aljoshakonstanty/wanderlust,271315.0,True,312977441.0,soundcloud:tracks:312977441,True,Name Your Price,http://music.aljoshakonstanty.com/album/discovery-ep,2017-03-17T00:00:00Z,389,,public,finished,True,Chillout discovery AK,AK - Wanderlust,single-track,https://api.soundcloud.com/tracks/312977441,soundcloud:tracks:312977441,19697305,,https://wave.sndcdn.com/fjXbpARalqte_m.json,2017-03-17T16:59:32Z,"[{'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:312977441/4ca475be-7ceb-480b-92ed-80b063b47ad0/stream/hls', 'preset': 'mp3_0_0', 'duration': 231806, 'snipped': False, 'format': {'protocol': 'hls', 'mime_type': 'audio/mpeg'}, 'quality': 'sq'}, {'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:312977441/4ca475be-7ceb-480b-92ed-80b063b47ad0/stream/progressive', 'preset': 'mp3_0_0', 'duration': 231806, 'snipped': False, 'format': {'protocol': 'progressive', 'mime_type': 'audio/mpeg'}, 'quality': 'sq'}, {'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:312977441/4999508f-1390-4bf5-8f60-a8bf30a0042a/stream/hls', 'preset': 'opus_0_0', 'duration': 231806, 'snipped': False, 'format': {'protocol': 'hls', 'mime_type': 'audio/ogg; codecs=""opus""'}, 'quality': 'sq'}]",soundcloud:system-playlists:track-stations:312977441,track-stations:312977441,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJnZW8iOiJWTiIsInN1YiI6IiIsInJpZCI6IjI3NDJmMGZmLTRmNWItNGE1MC05MWExLTUzZDZlN2NkYTY3NiIsImlhdCI6MTY0NDg0NjkzNn0.SezmvrQKwajpF4BsURmb7hrYVU5lwcD8kA3YWLfYDx8,NOT_APPLICABLE,ALLOW,https://i1.sndcdn.com/avatars-PYbQnfkviH1T47Np-3OOx0Q-large.jpg,Aljosha,20150,Aljosha Konstanty,19697305,user,2022-01-14T11:04:46Z,Konstanty,aljoshakonstanty,https://soundcloud.com/aljoshakonstanty,https://api.soundcloud.com/users/19697305,soundcloud:users:19697305,AK,True,Kassel,DE,False,False,True,soundcloud:system-playlists:artist-stations:19697305,artist-stations:19697305,AK,Discovery,,QM4DW1710178,,Aljosha Konstanty,℗ Aljosha Konstanty,,,Aljosha Konstanty,Wanderlust,akonstanty@hotmail.de,,,,,,
