artwork_url,caption,commentable,comment_count,created_at,description,downloadable,download_count,duration,full_duration,embeddable_by,genre,has_downloads_left,id,kind,label_name,last_modified,license,likes_count,permalink,permalink_url,playback_count,public,publisher_metadata,purchase_title,purchase_url,release_date,reposts_count,secret_token,sharing,state,streamable,tag_list,title,track_format,uri,urn,user_id,visuals,waveform_url,display_date,station_urn,station_permalink,track_authorization,monetization_model,policy,media.transcodings,user.avatar_url,user.first_name,user.followers_count,user.full_name,user.id,user.kind,user.last_modified,user.last_name,user.permalink,user.permalink_url,user.uri,user.urn,user.username,user.verified,user.city,user.country_code,user.badges.pro,user.badges.pro_unlimited,user.badges.verified,user.station_urn,user.station_permalink,publisher_metadata.id,publisher_metadata.urn,publisher_metadata.artist,publisher_metadata.album_title,publisher_metadata.contains_music,publisher_metadata.publisher,publisher_metadata.upc_or_ean,publisher_metadata.isrc,publisher_metadata.explicit,publisher_metadata.writer_composer,publisher_metadata.release_title,publisher_metadata.p_line,publisher_metadata.p_line_for_display,publisher_metadata.c_line,publisher_metadata.c_line_for_display,publisher_metadata.iswc
https://i1.sndcdn.com/artworks-000027697581-wz8fl6-large.jpg,,True,141.0,2012-08-01T12:55:22Z,,True,100.0,62063,62063,all,,False,1,track,,2022-01-24T19:24:45Z,all-rights-reserved,422.0,mud-muse,https://soundcloud.com/alexis/mud-muse,23467.0,True,,,,,73,,public,finished,True,soundcloud:source=iphone-record,Mud Muse,single-track,https://api.soundcloud.com/tracks/54826163,soundcloud:tracks:54826163,1,,https://wave.sndcdn.com/TEneCE7oJZdK_m.json,2012-08-01T12:55:22Z,soundcloud:system-playlists:track-stations:54826163,track-stations:54826163,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJnZW8iOiJVUyIsInN1YiI6IiIsInJpZCI6IjA0ODkzODVkLWRhNDgtNDI5OS1iNzg0LTcwZTEzNDExM2Q1OCIsImlhdCI6MTY0NDk3MzA3MH0.w7PMJreWyPlOicUX4e-Xr2XQ9nr2JjnSt3pVjyKXPOs,BLACKBOX,MONETIZE,"[{'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:54826163/6c666006-115e-44d5-817c-6e06ba7384cb/stream/hls', 'preset': 'mp3_0_0', 'duration': 62063, 'snipped': False, 'format': {'protocol': 'hls', 'mime_type': 'audio/mpeg'}, 'quality': 'sq'}, {'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:54826163/6c666006-115e-44d5-817c-6e06ba7384cb/stream/progressive', 'preset': 'mp3_0_0', 'duration': 62063, 'snipped': False, 'format': {'protocol': 'progressive', 'mime_type': 'audio/mpeg'}, 'quality': 'sq'}]",https://i1.sndcdn.com/avatars-000000000141-2d728f-large.jpg,Alexis,9760,Alexis Fellenius,1,user,2022-01-24T19:25:57Z,Fellenius,alexis,https://soundcloud.com/alexis,https://api.soundcloud.com/users/1,soundcloud:users:1,alexis,False,Stockholm,SE,False,False,False,soundcloud:system-playlists:artist-stations:1,artist-stations:1,,,,,,,,,,,,,,,,
,,True,36.0,2010-02-03T18:04:37Z,,False,0.0,3213,3213,all,,False,1,track,,2022-01-24T19:24:45Z,all-rights-reserved,190.0,halla-hannes,https://soundcloud.com/alexis/halla-hannes,14040.0,True,,,,,28,,public,finished,True,,Hallå Hannes,single-track,https://api.soundcloud.com/tracks/1556168,soundcloud:tracks:1556168,1,,https://wave.sndcdn.com/9oI8BvlAv8B8_m.json,2010-02-03T18:04:37Z,soundcloud:system-playlists:track-stations:1556168,track-stations:1556168,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJnZW8iOiJVUyIsInN1YiI6IiIsInJpZCI6ImFmYjQ2Zjk4LTI4ZjUtNGE5OC05ODZkLWNkMjZiMThjZTI4YSIsImlhdCI6MTY0NDk3MzA3MH0.qD7ltCEa9_KP86aOWkYbHHEgaZL--tsK21ECAepZPRs,BLACKBOX,MONETIZE,"[{'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:1556168/7b88d714-b449-42cc-a70b-b5c7c44423cd/stream/hls', 'preset': 'mp3_0_0', 'duration': 3213, 'snipped': False, 'format': {'protocol': 'hls', 'mime_type': 'audio/mpeg'}, 'quality': 'sq'}, {'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:1556168/7b88d714-b449-42cc-a70b-b5c7c44423cd/stream/progressive', 'preset': 'mp3_0_0', 'duration': 3213, 'snipped': False, 'format': {'protocol': 'progressive', 'mime_type': 'audio/mpeg'}, 'quality': 'sq'}]",https://i1.sndcdn.com/avatars-000000000141-2d728f-large.jpg,Alexis,9760,Alexis Fellenius,1,user,2022-01-24T19:25:57Z,Fellenius,alexis,https://soundcloud.com/alexis,https://api.soundcloud.com/users/1,soundcloud:users:1,alexis,False,Stockholm,SE,False,False,False,soundcloud:system-playlists:artist-stations:1,artist-stations:1,,,,,,,,,,,,,,,,
,,True,38.0,2010-02-03T17:01:27Z,Detta är ett litet test!,True,100.0,5330,5330,all,,False,1,track,,2022-01-24T19:24:47Z,all-rights-reserved,146.0,tjena,https://soundcloud.com/alexis/tjena,13811.0,True,,,,,20,,public,finished,True,,Tjena,single-track,https://api.soundcloud.com/tracks/1555409,soundcloud:tracks:1555409,1,,https://wave.sndcdn.com/BLhDXiIoF5ku_m.json,2010-02-03T17:01:27Z,soundcloud:system-playlists:track-stations:1555409,track-stations:1555409,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJnZW8iOiJVUyIsInN1YiI6IiIsInJpZCI6IjdkZTNkOGJhLWU2ZjAtNDU0Mi1hNzBiLWU4NmFiNjJkOTVkYSIsImlhdCI6MTY0NDk3MzA3MH0.LZRCm9lYkBPWV2h1Reepc9CeLPkjKoEoMRephjImWWM,BLACKBOX,MONETIZE,"[{'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:1555409/2c967ff8-ace0-451c-9c77-84a75160b781/stream/hls', 'preset': 'mp3_0_0', 'duration': 5330, 'snipped': False, 'format': {'protocol': 'hls', 'mime_type': 'audio/mpeg'}, 'quality': 'sq'}, {'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:1555409/2c967ff8-ace0-451c-9c77-84a75160b781/stream/progressive', 'preset': 'mp3_0_0', 'duration': 5330, 'snipped': False, 'format': {'protocol': 'progressive', 'mime_type': 'audio/mpeg'}, 'quality': 'sq'}]",https://i1.sndcdn.com/avatars-000000000141-2d728f-large.jpg,Alexis,9760,Alexis Fellenius,1,user,2022-01-24T19:25:57Z,Fellenius,alexis,https://soundcloud.com/alexis,https://api.soundcloud.com/users/1,soundcloud:users:1,alexis,False,Stockholm,SE,False,False,False,soundcloud:system-playlists:artist-stations:1,artist-stations:1,,,,,,,,,,,,,,,,
,,True,25.0,2012-10-12T09:56:40Z,,False,0.0,81300,81300,all,Electronic,False,2,track,,2021-07-06T21:20:02Z,cc-by,53.0,vienna-blues,https://soundcloud.com/eric/vienna-blues,2313.0,True,,,,,5,,public,finished,True,,Vienna blues,single-track,https://api.soundcloud.com/tracks/63139940,soundcloud:tracks:63139940,2,,https://wave.sndcdn.com/87oaSKgPjkN1_m.json,2012-10-12T09:56:40Z,soundcloud:system-playlists:track-stations:63139940,track-stations:63139940,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJnZW8iOiJVUyIsInN1YiI6IiIsInJpZCI6ImQwYTk5MDg1LWViMjMtNDA0Yy1hOGNkLWY4M2I0NTMxYWE5OSIsImlhdCI6MTY0NDk3MzA3MX0.egafdP-VGdUmaBVcnFWLafS2fRX_aCwcyvRr9Eqd_x0,BLACKBOX,MONETIZE,"[{'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:63139940/9642e327-b6d5-4b83-92a5-7da193ea676d/stream/hls', 'preset': 'mp3_0_0', 'duration': 81300, 'snipped': False, 'format': {'protocol': 'hls', 'mime_type': 'audio/mpeg'}, 'quality': 'sq'}, {'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:63139940/9642e327-b6d5-4b83-92a5-7da193ea676d/stream/progressive', 'preset': 'mp3_0_0', 'duration': 81300, 'snipped': False, 'format': {'protocol': 'progressive', 'mime_type': 'audio/mpeg'}, 'quality': 'sq'}]",https://i1.sndcdn.com/avatars-LQHwEEFP8SciWWEl-yGLHbw-large.jpg,Eric,45652,Eric Quidenus-Wahlforss,2,user,2020-07-21T08:17:59Z,Quidenus-Wahlforss,eric,https://soundcloud.com/eric,https://api.soundcloud.com/users/2,soundcloud:users:2,Eric 🔥,False,Berlin,DE,False,True,False,soundcloud:system-playlists:artist-stations:2,artist-stations:2,,,,,,,,,,,,,,,,
https://i1.sndcdn.com/artworks-000021639171-q4zvfn-large.jpg,,True,9.0,2012-04-14T15:06:54Z,,True,143.0,44947,44947,all,,True,2,track,,2012-09-24T14:41:04Z,all-rights-reserved,6.0,a-kind-of-sampler-at-leap,https://soundcloud.com/eric/a-kind-of-sampler-at-leap,1058.0,True,,,,,2,,public,finished,True,soundcloud:source=iphone-record geo:lat=52.522216 geo:lon=13.409930 foursquare:venue=4d7bd508e04d6ea841edefd5,A kind of sampler at leap,single-track,https://api.soundcloud.com/tracks/43107831,soundcloud:tracks:43107831,2,,https://wave.sndcdn.com/Qi10sVKv8UMj_m.json,2012-04-14T15:06:54Z,soundcloud:system-playlists:track-stations:43107831,track-stations:43107831,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJnZW8iOiJVUyIsInN1YiI6IiIsInJpZCI6ImRlOGFjZjdhLTVhOWMtNDY0YS04MjAxLTIwNmEzMzhhNDc1NSIsImlhdCI6MTY0NDk3MzA3MX0.kipVyh4wnY1KbAY7ahFU0gx6wueJXFcyo7eqIujJbYw,BLACKBOX,MONETIZE,"[{'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:43107831/ffa7eb14-eb8d-49f1-afcb-55e1c9dfc08b/stream/hls', 'preset': 'mp3_0_0', 'duration': 44947, 'snipped': False, 'format': {'protocol': 'hls', 'mime_type': 'audio/mpeg'}, 'quality': 'sq'}, {'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:43107831/ffa7eb14-eb8d-49f1-afcb-55e1c9dfc08b/stream/progressive', 'preset': 'mp3_0_0', 'duration': 44947, 'snipped': False, 'format': {'protocol': 'progressive', 'mime_type': 'audio/mpeg'}, 'quality': 'sq'}]",https://i1.sndcdn.com/avatars-LQHwEEFP8SciWWEl-yGLHbw-large.jpg,Eric,45652,Eric Quidenus-Wahlforss,2,user,2020-07-21T08:17:59Z,Quidenus-Wahlforss,eric,https://soundcloud.com/eric,https://api.soundcloud.com/users/2,soundcloud:users:2,Eric 🔥,False,Berlin,DE,False,True,False,soundcloud:system-playlists:artist-stations:2,artist-stations:2,,,,,,,,,,,,,,,,
https://i1.sndcdn.com/artworks-000019348342-mcobcr-large.jpg,,True,5.0,2012-03-03T18:22:32Z,,True,138.0,20879,20879,all,,True,2,track,,2012-09-24T14:41:36Z,all-rights-reserved,4.0,hackingz-at-forss-place,https://soundcloud.com/eric/hackingz-at-forss-place,1416.0,True,,,,,1,,public,finished,True,soundcloud:source=iphone-record foursquare:venue=4aec9879f964a52038c921e3,Hackingz at forss place,single-track,https://api.soundcloud.com/tracks/38580950,soundcloud:tracks:38580950,2,,https://wave.sndcdn.com/IwutSx9A5TvR_m.json,2012-03-03T18:22:32Z,soundcloud:system-playlists:track-stations:38580950,track-stations:38580950,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJnZW8iOiJVUyIsInN1YiI6IiIsInJpZCI6ImVlMWY1ZDQ0LTk1MzYtNGJkMC1hZGNjLWM2MzgzZmVjMmU4YSIsImlhdCI6MTY0NDk3MzA3MX0.rl7sLBMWB_4xtrVLHkUCddMRtI-BuvjOv2hRS8UUZhY,NOT_APPLICABLE,ALLOW,"[{'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:38580950/3df1a0b9-b08f-4858-8099-3163ef062d87/stream/hls', 'preset': 'mp3_0_0', 'duration': 20879, 'snipped': False, 'format': {'protocol': 'hls', 'mime_type': 'audio/mpeg'}, 'quality': 'sq'}, {'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:38580950/3df1a0b9-b08f-4858-8099-3163ef062d87/stream/progressive', 'preset': 'mp3_0_0', 'duration': 20879, 'snipped': False, 'format': {'protocol': 'progressive', 'mime_type': 'audio/mpeg'}, 'quality': 'sq'}]",https://i1.sndcdn.com/avatars-LQHwEEFP8SciWWEl-yGLHbw-large.jpg,Eric,45652,Eric Quidenus-Wahlforss,2,user,2020-07-21T08:17:59Z,Quidenus-Wahlforss,eric,https://soundcloud.com/eric,https://api.soundcloud.com/users/2,soundcloud:users:2,Eric 🔥,False,Berlin,DE,False,True,False,soundcloud:system-playlists:artist-stations:2,artist-stations:2,,,,,,,,,,,,,,,,
https://i1.sndcdn.com/artworks-000017394650-0ll8zb-large.jpg,,True,2.0,2012-01-27T01:10:50Z,,True,106.0,36662,36662,all,,True,2,track,,2012-01-30T04:39:39Z,all-rights-reserved,4.0,scanned-granddaddy-at-319,https://soundcloud.com/eric/scanned-granddaddy-at-319,672.0,True,,,,,0,,public,finished,True,soundcloud:source=iphone-record geo:lat=40.709822 geo:lon=-73.935614 foursquare:venue=4b1b6d3ff964a52058fb23e3,Scanned Granddaddy! at 319 scholes st,single-track,https://api.soundcloud.com/tracks/34656083,soundcloud:tracks:34656083,2,,https://wave.sndcdn.com/AfkcfJBf4y2h_m.json,2012-01-27T01:10:50Z,soundcloud:system-playlists:track-stations:34656083,track-stations:34656083,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJnZW8iOiJVUyIsInN1YiI6IiIsInJpZCI6IjI1NDM1NzM2LTBlOWQtNGI4My04ZDViLWRjNDhjNzhiYjA1NCIsImlhdCI6MTY0NDk3MzA3MX0.UOKEPDK2XjbVDOsobXwkywoRERXe3l-hgIpwjwmAkQE,BLACKBOX,MONETIZE,"[{'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:34656083/3fb342c9-600a-444c-9bbd-8d01a166f783/stream/hls', 'preset': 'mp3_0_0', 'duration': 36662, 'snipped': False, 'format': {'protocol': 'hls', 'mime_type': 'audio/mpeg'}, 'quality': 'sq'}, {'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:34656083/3fb342c9-600a-444c-9bbd-8d01a166f783/stream/progressive', 'preset': 'mp3_0_0', 'duration': 36662, 'snipped': False, 'format': {'protocol': 'progressive', 'mime_type': 'audio/mpeg'}, 'quality': 'sq'}]",https://i1.sndcdn.com/avatars-LQHwEEFP8SciWWEl-yGLHbw-large.jpg,Eric,45652,Eric Quidenus-Wahlforss,2,user,2020-07-21T08:17:59Z,Quidenus-Wahlforss,eric,https://soundcloud.com/eric,https://api.soundcloud.com/users/2,soundcloud:users:2,Eric 🔥,False,Berlin,DE,False,True,False,soundcloud:system-playlists:artist-stations:2,artist-stations:2,,,,,,,,,,,,,,,,
https://i1.sndcdn.com/artworks-000015826026-r15am2-large.jpg,,True,1.0,2011-12-24T20:37:54Z,,True,48.0,2116,2116,all,,True,2,track,,2011-12-24T22:51:46Z,all-rights-reserved,1.0,merry-xmas,https://soundcloud.com/eric/merry-xmas,485.0,True,,,,,0,,public,finished,True,soundcloud:source=iphone-record,Merry Xmas,single-track,https://api.soundcloud.com/tracks/31523300,soundcloud:tracks:31523300,2,,https://wave.sndcdn.com/jTwKoXpb3gLk_m.json,2011-12-24T20:37:54Z,soundcloud:system-playlists:track-stations:31523300,track-stations:31523300,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJnZW8iOiJVUyIsInN1YiI6IiIsInJpZCI6IjE2OGE3NzI5LTdlYzctNGM3YS1hY2IxLWY3Y2VmYzkwZmRjYiIsImlhdCI6MTY0NDk3MzA3MX0.C8I6iLGnPxWx4ZkdP-0Wm6hqym8mthbwu7F3vhzbZ4s,NOT_APPLICABLE,ALLOW,"[{'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:31523300/09410f7f-33cb-4164-b3a8-2d492fa3aeaf/stream/hls', 'preset': 'mp3_0_0', 'duration': 2116, 'snipped': False, 'format': {'protocol': 'hls', 'mime_type': 'audio/mpeg'}, 'quality': 'sq'}, {'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:31523300/09410f7f-33cb-4164-b3a8-2d492fa3aeaf/stream/progressive', 'preset': 'mp3_0_0', 'duration': 2116, 'snipped': False, 'format': {'protocol': 'progressive', 'mime_type': 'audio/mpeg'}, 'quality': 'sq'}]",https://i1.sndcdn.com/avatars-LQHwEEFP8SciWWEl-yGLHbw-large.jpg,Eric,45652,Eric Quidenus-Wahlforss,2,user,2020-07-21T08:17:59Z,Quidenus-Wahlforss,eric,https://soundcloud.com/eric,https://api.soundcloud.com/users/2,soundcloud:users:2,Eric 🔥,False,Berlin,DE,False,True,False,soundcloud:system-playlists:artist-stations:2,artist-stations:2,,,,,,,,,,,,,,,,
https://i1.sndcdn.com/artworks-000015187788-ubii75-large.jpg,,True,0.0,2011-12-10T21:47:51Z,,True,47.0,8989,8989,all,,True,2,track,,2014-09-20T20:02:23Z,all-rights-reserved,4.0,nyan,https://soundcloud.com/eric/nyan,880.0,True,,,,,1,,public,finished,True,soundcloud:source=iphone-record,Nyan!,single-track,https://api.soundcloud.com/tracks/30277983,soundcloud:tracks:30277983,2,,https://wave.sndcdn.com/hRuOKDQGwNtu_m.json,2011-12-10T21:47:51Z,soundcloud:system-playlists:track-stations:30277983,track-stations:30277983,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJnZW8iOiJVUyIsInN1YiI6IiIsInJpZCI6IjUzY2I2YmE5LTQ0ZjMtNGIzYy1iMmIxLWFlNGZmMDFjOTkwOSIsImlhdCI6MTY0NDk3MzA3MX0.3Q_SYb8ei5PcS424slhX6rAWum8hGsaP6QfuuRTAJts,NOT_APPLICABLE,ALLOW,"[{'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:30277983/4cb414e1-610a-4417-bfdb-a1882964fa11/stream/hls', 'preset': 'mp3_0_0', 'duration': 8989, 'snipped': False, 'format': {'protocol': 'hls', 'mime_type': 'audio/mpeg'}, 'quality': 'sq'}, {'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:30277983/4cb414e1-610a-4417-bfdb-a1882964fa11/stream/progressive', 'preset': 'mp3_0_0', 'duration': 8989, 'snipped': False, 'format': {'protocol': 'progressive', 'mime_type': 'audio/mpeg'}, 'quality': 'sq'}]",https://i1.sndcdn.com/avatars-LQHwEEFP8SciWWEl-yGLHbw-large.jpg,Eric,45652,Eric Quidenus-Wahlforss,2,user,2020-07-21T08:17:59Z,Quidenus-Wahlforss,eric,https://soundcloud.com/eric,https://api.soundcloud.com/users/2,soundcloud:users:2,Eric 🔥,False,Berlin,DE,False,True,False,soundcloud:system-playlists:artist-stations:2,artist-stations:2,,,,,,,,,,,,,,,,
https://i1.sndcdn.com/artworks-000013915652-t5b52j-large.jpg,,True,0.0,2011-11-12T12:13:54Z,,True,50.0,96245,96245,all,,True,2,track,,2011-11-12T12:14:12Z,all-rights-reserved,3.0,inside-the-palace-part-6-at,https://soundcloud.com/eric/inside-the-palace-part-6-at,388.0,True,,,,,0,,public,finished,True,soundcloud:source=iphone-record geo:lat=44.427213 geo:lon=26.089991 foursquare:venue=4bed1a98bac3c9b603d2fde9,"Inside the palace, part 6 at Palatul Parlamentului",single-track,https://api.soundcloud.com/tracks/27821087,soundcloud:tracks:27821087,2,,https://wave.sndcdn.com/F81qK0w951TK_m.json,2011-11-12T12:13:54Z,soundcloud:system-playlists:track-stations:27821087,track-stations:27821087,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJnZW8iOiJVUyIsInN1YiI6IiIsInJpZCI6IjUzZjAwMGNjLWE0MjQtNGI1OS04MGRmLTNmZjg0NDgwNjNhZSIsImlhdCI6MTY0NDk3MzA3MX0.EF5BedfrpMjwDhaACjNmH_yxCoCDrMY7I_q3WN0dh50,BLACKBOX,MONETIZE,"[{'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:27821087/96313202-b9d8-411b-b656-683e8fddbf2e/stream/hls', 'preset': 'mp3_0_0', 'duration': 96245, 'snipped': False, 'format': {'protocol': 'hls', 'mime_type': 'audio/mpeg'}, 'quality': 'sq'}, {'url': 'https://api-v2.soundcloud.com/media/soundcloud:tracks:27821087/96313202-b9d8-411b-b656-683e8fddbf2e/stream/progressive', 'preset': 'mp3_0_0', 'duration': 96245, 'snipped': False, 'format': {'protocol': 'progressive', 'mime_type': 'audio/mpeg'}, 'quality': 'sq'}]",https://i1.sndcdn.com/avatars-LQHwEEFP8SciWWEl-yGLHbw-large.jpg,Eric,45652,Eric Quidenus-Wahlforss,2,user,2020-07-21T08:17:59Z,Quidenus-Wahlforss,eric,https://soundcloud.com/eric,https://api.soundcloud.com/users/2,soundcloud:users:2,Eric 🔥,False,Berlin,DE,False,True,False,soundcloud:system-playlists:artist-stations:2,artist-stations:2,,,,,,,,,,,,,,,,
